id_video_anonimizado,text,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem,unified_label,original_label_column
video_15089,PASTOR REVELA QUE MIQUEINHA TEM QUE ASSUMIR O ENZO DA MSOL! #humor #memes #amelhorredpillvemdelas seja bem vindo a mais um vídeo do canal Não se esqueça inscrever no CANAL e deixar o like  além disso ative o sininho de notificações para não perder nenhum vídeo.PASTOR REVELA QUE MIQUEINHA TEM QUE ASSUMIR O ENZO DA MSOL!,1,1,PASTOR REVELA QUE MIQUEINHA TEM QUE ASSUMIR O ENZO DA MSOL! #humor #memes #amelhorredpillvemdelas seja bem vindo a mais um vídeo do canal Não se esqueça inscrever no CANAL e deixar o like  além disso ative o sininho de notificações para não perder nenhum vídeo.PASTOR REVELA QUE MIQUEINHA TEM QUE ASSUMIR O ENZO DA MSOL!,0.19599396,0.09826278686523438,0.19599396,0.013801457,0.038167715,0.06652143,videos_misoginia,1,final_misoginia
video_15194,"MULHER FALA QUE TEM 51 ANOS E AINDA ESTÁ ESPERANDO UM VARÃO PARA CASAR! #relaciomento #humor Olá! seja bem vindo a mais um video do canal, hoje vamos falar, sobre o porquê que o homem deve malhar e treinar. não se esqueça de se inscrever no canal e deixar o like  além disso ative o sininho de notificações para não perder nenhum video. vamos começar;MULHER FALA QUE TEM 51 ANOS E AINDA ESTÁ ESPERANDO UM VARÃO PARA CASAR!",0,0,"MULHER FALA QUE TEM 51 ANOS E AINDA ESTÁ ESPERANDO UM VARÃO PARA CASAR! #relaciomento #humor Olá! seja bem vindo a mais um video do canal, hoje vamos falar, sobre o porquê que o homem deve malhar e treinar. não se esqueça de se inscrever no canal e deixar o like  além disso ative o sininho de notificações para não perder nenhum video. vamos começar;MULHER FALA QUE TEM 51 ANOS E AINDA ESTÁ ESPERANDO UM VARÃO PARA CASAR!",0.15213956,0.07574701309204102,0.15213956,0.011062622,0.04822223,0.030485468,videos_misoginia,0,final_misoginia
video_15197,SOLTEIRA DIZ QUE CHEGOU AOS 31 ANOS E AS PRESSOAS DIZEM  PARA TER CUIDADO COM RELÓGIO BIOLÓGICO!! Olá! seja bem vindo a mais um vídeo do canal. não se esqueça de se inscrever no canal e deixar o like  além disso ative o sininho de notificações para não perder nenhum vídeo. vamos começar;,0,0,SOLTEIRA DIZ QUE CHEGOU AOS 31 ANOS E AS PRESSOAS DIZEM  PARA TER CUIDADO COM RELÓGIO BIOLÓGICO!! Olá! seja bem vindo a mais um vídeo do canal. não se esqueça de se inscrever no canal e deixar o like  além disso ative o sininho de notificações para não perder nenhum vídeo. vamos começar;,0.09785384,0.07369017601013184,0.09785384,0.006980896,0.013546381,0.022319598,videos_misoginia,0,final_misoginia
video_15437,"TENHA INTENSIDADE NOS RELACIONAMENTOS  #homemdealtovalor #comportamentomasculino #seducao 📕 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa."" Acesse o link abaixo:https://bit.ly/47tJ0bQ- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram:   Tik Tok:  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento",0,0,"TENHA INTENSIDADE NOS RELACIONAMENTOS  #homemdealtovalor #comportamentomasculino #seducao 📕 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa."" Acesse o link abaixo:https://bit.ly/47tJ0bQ- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram:   Tik Tok:  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento",0.02779579,0.09646201133728027,0.02779579,0.0028800964,0.0055496786,0.009431887,videos_misoginia,0,final_misoginia
video_15538,O CHAD VADER DEIXA ELAS LOUCAS!,1,1,O CHAD VADER DEIXA ELAS LOUCAS!,0.32557452,0.08731937408447266,0.32557452,0.01322045,0.019877186,0.24835461,videos_misoginia,1,final_misoginia
video_15580,"7 Perguntas Psicologicamente Infalíveis Para Fazer um Homem Falar Tudo GRUPO TELEGRAM👇https://bit.ly/CanalRedpillfemininahttps://go.hotmart.com/Y97146592T?ap=c8bcCreditos Da Criação Do VideoRoteiro; Feito com Chat gpthttps://chatgpt.com/imagens Geradas com piclumenhttps://piclumen.com Capa do video feito com o canvahttps://www.canva.com/imagens da capa, fonte seaarthttps://www.seaart.ai/ptEdição completa do video, efeitos e animaçõeshttps://www.capcut.com/Voz do Video Marcushttps://www.capcut.com/7 Perguntas Psicologicamente Infalíveis Para Fazer um Homem Falar TudoVocê já se perguntou por que alguns homens simplesmente se fecham emocionalmente? Neste vídeo revelador do canal **Red Pill Feminina**, você vai descobrir **as 7 perguntas mais poderosas** para fazer um homem se abrir — mesmo que ele pareça frio, distante ou emocionalmente indisponível. Com base em autores como **Carl Jung, Robert Greene, David Deida, Jordan Peterson, Richard Restak, Augusto Cury, Rollo May e Carl Rogers**, este conteúdo traz uma análise psicológica profunda e estratégias práticas para construir conexões reais com os homens. Se você deseja parar de ser ignorada, evitar jogos emocionais e finalmente entender como a mente masculina funciona, este vídeo é para você!👉 Curta, comente, inscreva-se e compartilhe com outras mulheres que precisam despertar!🔔 Ative o sininho para não perder os próximos conteúdos transformadores.\#RedPillFeminina #PsicologiaMasculina #Relacionamentos---### ✅ **PARTE 02 — Referências, obras e autores citados no roteiro:**1. **Carl Jung**   * Frase: “Aquilo que você resiste, persiste.”2. **Robert Greene**   * Obra: *As Leis da Natureza Humana*   * Referência: Capítulo 6, página 793. **Richard Restak**   * Obra: *O Cérebro Masculino em Ação*   * Referência: Capítulo 3, página 544. **David Deida**   * Obra: *O Caminho do Homem Superior*   * Referência: Capítulo 2, página 135. **Jordan Peterson**   * Citação indireta sobre comportamento masculino e segurança emocional6. **Augusto Cury**   * Obra: *O Código da Inteligência*   * Referência: Capítulo 7, página 1397. **Rollo May**   * Obra: *A Coragem de Ser*   * Referência: Capítulo 5, página 1218. **Carl Rogers**   * Referência à abordagem centrada na pessoa e à aceitação incondicional---### ✅ **PARTE 03 — Palavras-chave (500 caracteres cada, separadas por vírgulas):****Palavras-chave 01:**homens emocionalmente indisponíveis, como fazer ele se abrir, perguntas para fazer homem falar, red pill feminina, psicologia masculina, estratégias emocionais, como entender os homens, relacionamento saudável, conquista emocional, como criar conexão, gatilhos mentais masculinos, linguagem emocional, como se comunicar com homens, neurociência das emoções, segredos dos homens, vulnerabilidade masculina, relacionamento red pill, como ele pensa, perguntas que tocam a alma**Palavras-chave 02:**carl jung, robert greene, david deida, jordan peterson, carl rogers, richard restak, augusto cury, rollo may, como conversar com um homem, frases poderosas, perguntas profundas, como entender o comportamento masculino, relacionamento consciente, perguntas para conquistar, inteligência emocional no amor, psicologia nos relacionamentos, como fazer ele confiar, perguntas transformadoras, como lidar com o silêncio masculino",0,0,"7 Perguntas Psicologicamente Infalíveis Para Fazer um Homem Falar Tudo GRUPO TELEGRAM👇https://bit.ly/CanalRedpillfemininahttps://go.hotmart.com/Y97146592T?ap=c8bcCreditos Da Criação Do VideoRoteiro; Feito com Chat gpthttps://chatgpt.com/imagens Geradas com piclumenhttps://piclumen.com Capa do video feito com o canvahttps://www.canva.com/imagens da capa, fonte seaarthttps://www.seaart.ai/ptEdição completa do video, efeitos e animaçõeshttps://www.capcut.com/Voz do Video Marcushttps://www.capcut.com/7 Perguntas Psicologicamente Infalíveis Para Fazer um Homem Falar TudoVocê já se perguntou por que alguns homens simplesmente se fecham emocionalmente? Neste vídeo revelador do canal **Red Pill Feminina**, você vai descobrir **as 7 perguntas mais poderosas** para fazer um homem se abrir — mesmo que ele pareça frio, distante ou emocionalmente indisponível. Com base em autores como **Carl Jung, Robert Greene, David Deida, Jordan Peterson, Richard Restak, Augusto Cury, Rollo May e Carl Rogers**, este conteúdo traz uma análise psicológica profunda e estratégias práticas para construir conexões reais com os homens. Se você deseja parar de ser ignorada, evitar jogos emocionais e finalmente entender como a mente masculina funciona, este vídeo é para você!👉 Curta, comente, inscreva-se e compartilhe com outras mulheres que precisam despertar!🔔 Ative o sininho para não perder os próximos conteúdos transformadores.\#RedPillFeminina #PsicologiaMasculina #Relacionamentos---### ✅ **PARTE 02 — Referências, obras e autores citados no roteiro:**1. **Carl Jung**   * Frase: “Aquilo que você resiste, persiste.”2. **Robert Greene**   * Obra: *As Leis da Natureza Humana*   * Referência: Capítulo 6, página 793. **Richard Restak**   * Obra: *O Cérebro Masculino em Ação*   * Referência: Capítulo 3, página 544. **David Deida**   * Obra: *O Caminho do Homem Superior*   * Referência: Capítulo 2, página 135. **Jordan Peterson**   * Citação indireta sobre comportamento masculino e segurança emocional6. **Augusto Cury**   * Obra: *O Código da Inteligência*   * Referência: Capítulo 7, página 1397. **Rollo May**   * Obra: *A Coragem de Ser*   * Referência: Capítulo 5, página 1218. **Carl Rogers**   * Referência à abordagem centrada na pessoa e à aceitação incondicional---### ✅ **PARTE 03 — Palavras-chave (500 caracteres cada, separadas por vírgulas):****Palavras-chave 01:**homens emocionalmente indisponíveis, como fazer ele se abrir, perguntas para fazer homem falar, red pill feminina, psicologia masculina, estratégias emocionais, como entender os homens, relacionamento saudável, conquista emocional, como criar conexão, gatilhos mentais masculinos, linguagem emocional, como se comunicar com homens, neurociência das emoções, segredos dos homens, vulnerabilidade masculina, relacionamento red pill, como ele pensa, perguntas que tocam a alma**Palavras-chave 02:**carl jung, robert greene, david deida, jordan peterson, carl rogers, richard restak, augusto cury, rollo may, como conversar com um homem, frases poderosas, perguntas profundas, como entender o comportamento masculino, relacionamento consciente, perguntas para conquistar, inteligência emocional no amor, psicologia nos relacionamentos, como fazer ele confiar, perguntas transformadoras, como lidar com o silêncio masculino",0.04067813,0.07838320732116699,0.04067813,0.007095337,0.008731495,0.013440913,videos_misoginia,0,final_misoginia
video_15616,RECAP SEMANAL #08 Recap semanal #08Aqui você encontra todos os vídeos que foram postados do dia 15/02 à 22/02Não esqueçam de deixar o like e seguir o nosso canal. 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0,0,RECAP SEMANAL #08 Recap semanal #08Aqui você encontra todos os vídeos que foram postados do dia 15/02 à 22/02Não esqueçam de deixar o like e seguir o nosso canal. 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0.13214645,0.08845305442810059,0.13214645,0.010986328,0.019073274,0.026315894,videos_misoginia,0,final_misoginia
video_15716,"MULHER FALANDO DE UM VÍDEO QUE FALA QUE HOMEM LISO É BROXANTE! seja bem vindo a mais um vídeo do canal, hoje vamos MULHER FALANDO DE UM VÍDEO QUE FALA QUE HOMEM LISO É BROXANTE! não se esqueça de se inscrever no CANAL e deixar o like  além disso ative o sininho de notificações para não perder nenhum vídeo. vamos começar",0,0,"MULHER FALANDO DE UM VÍDEO QUE FALA QUE HOMEM LISO É BROXANTE! seja bem vindo a mais um vídeo do canal, hoje vamos MULHER FALANDO DE UM VÍDEO QUE FALA QUE HOMEM LISO É BROXANTE! não se esqueça de se inscrever no CANAL e deixar o like  além disso ative o sininho de notificações para não perder nenhum vídeo. vamos começar",0.32236105,0.043517112731933594,0.32236105,0.023076924,0.09080041,0.08831572,videos_misoginia,0,final_misoginia
video_15737,"Tudo tem um propósito 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0,"Tudo tem um propósito 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0.010115679,0.10198092460632324,0.010115679,0.0005865097,0.0017666477,0.008576883,videos_misoginia,0,final_misoginia
video_15762,"Erros de linguagem corporal que as mulheres cometem e que afastam os homens GRUPO TELEGRAM👇https://bit.ly/CanalRedpillfemininahttps://go.hotmart.com/Y97146592T?ap=c8bcCreditos Da Criação Do VideoRoteiro; Feito com Chat gpthttps://chatgpt.com/imagens Geradas com piclumenhttps://piclumen.com Capa do video feito com o canvahttps://www.canva.com/imagens da capa, fonte seaarthttps://www.seaart.ai/ptEdição completa do video, efeitos e animaçõeshttps://www.capcut.com/Voz do Video Marcushttps://www.capcut.com/Erros de linguagem corporal que as mulheres cometem e que afastam os homens🚨 **Por que os homens se afastam de repente?** Descubra os erros de linguagem corporal que podem estar sabotando suas conexões amorosas! 😱 Neste vídeo, revelamos os sinais sutis que afastam homens emocionalmente maduros e o erro mais grave que destrói a atração. Aprenda como sua postura, gestos e expressões podem transformar sua energia feminina em algo magnético! 💃 Inscreva-se no canal Red Pill Feminina, curta e compartilhe com uma amiga que precisa disso! Deixe seu comentário: você já sentiu ele se afastar sem explicação? 🗣️🔥 **O que você vai aprender:**- Os 4 erros comuns de linguagem corporal que afastam homens- Como a energia feminina autêntica atrai homens de alto valor- O erro devastador que muitas mulheres confundem com charme- Dicas práticas para alinhar seu corpo com sua essência🌟 **Torne-se uma mulher magnética!** Assista até o final para descobrir como reaprender a se comunicar com seu corpo e mudar seu destino amoroso. Clique nos vídeos recomendados para aprender os 7 comportamentos que tornam uma mulher inesquecível!#linguagemcorporal #relacionamentos #energiainterior #redpillfeminina #atração### PARTE 02: Referências, obras e nomes de autores citados no roteiroAs referências, obras e nomes de autores mencionados no documento são:1. **Dr. David Givens**   - Obra: *Love Signals*   - Contexto: Especialista em linguagem corporal, explica como homens captam microexpressões e posturas com sensibilidade instintiva.2. **Robert Greene**   - Obra: *A Arte da Sedução* (capítulo 10, páginas 135 a 140)   - Contexto: Discute a importância de abertura, receptividade e mistério na sedução, destacando como posturas rígidas podem transmitir bloqueio.3. **Joe Navarro**   - Obra: *What Every BODY is Saying* (capítulo 5, página 89)   - Contexto: Descreve o poder do contato visual na transmissão de confiança, abertura ou, ao contrário, rejeição e desconexão.4. **Allan e Barbara Pease**   - Obra: *Desvendando os Segredos da Linguagem Corporal* (capítulo 7, páginas 123 a 127)   - Contexto: Explicam como a mente humana detecta incongruências entre fala e corpo, gerando desconfiança em interações românticas.5. **Rollo Tomassi**   - Obra: *The Rational Male* (capítulo 12, página 207; capítulo 15, páginas 251 a 256)   - Contexto: Aborda a escassez da energia feminina autêntica na sociedade atual e como a mulher moderna, condicionada a competir, perde a leveza que atrai.6. **Vanessa Van Edwards**   - Obra: *Códigos da Comunicação* (capítulo 4, página 76)   - Contexto: Destaca como pequenas vulnerabilidades corporais, como inclinar a cabeça ou relaxar os ombros, criam confiança instantânea.7. **Richard Cooper**   - Obra: *Unplugged Alpha* (capítulo 6, páginas 97 a 100)   - Contexto: Explica que homens de alto valor buscam inspiração e acolhimento, rejeitando posturas de julgamento ou superioridade.---### PARTE 03: Melhores palavras-chave separadas por vírgulas (500 caracteres)linguagem corporal, erros de linguagem corporal, por que homens se afastam, energia feminina, atração masculina, psicologia masculina, Red Pill Feminina, como atrair homens, conexão emocional, linguagem corporal feminina, sedução, postura corporal, contato visual, erros de relacionamento, energia magnética, autoconfiança feminina, vulnerabilidade emocional, gestos que afastam homens, comunicação não verbal, mulheres de alto valor, autenticidade feminina, dicas de relacionamentos, charme feminino, confiança no amor",1,0,"Erros de linguagem corporal que as mulheres cometem e que afastam os homens GRUPO TELEGRAM👇https://bit.ly/CanalRedpillfemininahttps://go.hotmart.com/Y97146592T?ap=c8bcCreditos Da Criação Do VideoRoteiro; Feito com Chat gpthttps://chatgpt.com/imagens Geradas com piclumenhttps://piclumen.com Capa do video feito com o canvahttps://www.canva.com/imagens da capa, fonte seaarthttps://www.seaart.ai/ptEdição completa do video, efeitos e animaçõeshttps://www.capcut.com/Voz do Video Marcushttps://www.capcut.com/Erros de linguagem corporal que as mulheres cometem e que afastam os homens🚨 **Por que os homens se afastam de repente?** Descubra os erros de linguagem corporal que podem estar sabotando suas conexões amorosas! 😱 Neste vídeo, revelamos os sinais sutis que afastam homens emocionalmente maduros e o erro mais grave que destrói a atração. Aprenda como sua postura, gestos e expressões podem transformar sua energia feminina em algo magnético! 💃 Inscreva-se no canal Red Pill Feminina, curta e compartilhe com uma amiga que precisa disso! Deixe seu comentário: você já sentiu ele se afastar sem explicação? 🗣️🔥 **O que você vai aprender:**- Os 4 erros comuns de linguagem corporal que afastam homens- Como a energia feminina autêntica atrai homens de alto valor- O erro devastador que muitas mulheres confundem com charme- Dicas práticas para alinhar seu corpo com sua essência🌟 **Torne-se uma mulher magnética!** Assista até o final para descobrir como reaprender a se comunicar com seu corpo e mudar seu destino amoroso. Clique nos vídeos recomendados para aprender os 7 comportamentos que tornam uma mulher inesquecível!#linguagemcorporal #relacionamentos #energiainterior #redpillfeminina #atração### PARTE 02: Referências, obras e nomes de autores citados no roteiroAs referências, obras e nomes de autores mencionados no documento são:1. **Dr. David Givens**   - Obra: *Love Signals*   - Contexto: Especialista em linguagem corporal, explica como homens captam microexpressões e posturas com sensibilidade instintiva.2. **Robert Greene**   - Obra: *A Arte da Sedução* (capítulo 10, páginas 135 a 140)   - Contexto: Discute a importância de abertura, receptividade e mistério na sedução, destacando como posturas rígidas podem transmitir bloqueio.3. **Joe Navarro**   - Obra: *What Every BODY is Saying* (capítulo 5, página 89)   - Contexto: Descreve o poder do contato visual na transmissão de confiança, abertura ou, ao contrário, rejeição e desconexão.4. **Allan e Barbara Pease**   - Obra: *Desvendando os Segredos da Linguagem Corporal* (capítulo 7, páginas 123 a 127)   - Contexto: Explicam como a mente humana detecta incongruências entre fala e corpo, gerando desconfiança em interações românticas.5. **Rollo Tomassi**   - Obra: *The Rational Male* (capítulo 12, página 207; capítulo 15, páginas 251 a 256)   - Contexto: Aborda a escassez da energia feminina autêntica na sociedade atual e como a mulher moderna, condicionada a competir, perde a leveza que atrai.6. **Vanessa Van Edwards**   - Obra: *Códigos da Comunicação* (capítulo 4, página 76)   - Contexto: Destaca como pequenas vulnerabilidades corporais, como inclinar a cabeça ou relaxar os ombros, criam confiança instantânea.7. **Richard Cooper**   - Obra: *Unplugged Alpha* (capítulo 6, páginas 97 a 100)   - Contexto: Explica que homens de alto valor buscam inspiração e acolhimento, rejeitando posturas de julgamento ou superioridade.---### PARTE 03: Melhores palavras-chave separadas por vírgulas (500 caracteres)linguagem corporal, erros de linguagem corporal, por que homens se afastam, energia feminina, atração masculina, psicologia masculina, Red Pill Feminina, como atrair homens, conexão emocional, linguagem corporal feminina, sedução, postura corporal, contato visual, erros de relacionamento, energia magnética, autoconfiança feminina, vulnerabilidade emocional, gestos que afastam homens, comunicação não verbal, mulheres de alto valor, autenticidade feminina, dicas de relacionamentos, charme feminino, confiança no amor",0.11388343,0.06054830551147461,0.11388343,0.019998873,0.10221587,0.04149419,videos_misoginia,1,final_misoginia
video_15885,"Canais brasileiros masculinos que eu recomendo! 💊 Eu já trouxe uma recomendação de canais gringos.Agora é vez de trazer 5 canais brasileiros da Red Pill que são os meus preferidos, para abrir a mente e expandir seus conhecimentos.Segue a lista (retire o espaço depois do www. ):1 - Um Viking de Óculoshttps://www. youtube.com/ -iRO4UtPi2t8ww5UJ2KQ https://www. instagram.com/vikingdeoculos/2 - Brainlet e GDO Memeshttps://www. instagram.com/brainletbr/https:// t.me/GDOM3M3S3 - A Vida é um Xadrezhttps://www. youtube.com/ 4 - Radamés Manossohttps://www. youtube.com/ -manosso5 - Renato Amoedohttps://www. youtube.com/ https://www. youtube.com/ Por favor deixe seu comentário, dúvida ou sugestão, sua participação é importante! Não se esqueça de curtir, se inscrever e ativar o sininho, traremos conteúdo com muito respeito a vocês inscritos. Compartilhe para fortalecer o canal!#redpill #sigma #masculino #solitude",0,0,"Canais brasileiros masculinos que eu recomendo! 💊 Eu já trouxe uma recomendação de canais gringos.Agora é vez de trazer 5 canais brasileiros da Red Pill que são os meus preferidos, para abrir a mente e expandir seus conhecimentos.Segue a lista (retire o espaço depois do www. ):1 - Um Viking de Óculoshttps://www. youtube.com/ -iRO4UtPi2t8ww5UJ2KQ https://www. instagram.com/vikingdeoculos/2 - Brainlet e GDO Memeshttps://www. instagram.com/brainletbr/https:// t.me/GDOM3M3S3 - A Vida é um Xadrezhttps://www. youtube.com/ 4 - Radamés Manossohttps://www. youtube.com/ -manosso5 - Renato Amoedohttps://www. youtube.com/ https://www. youtube.com/ Por favor deixe seu comentário, dúvida ou sugestão, sua participação é importante! Não se esqueça de curtir, se inscrever e ativar o sininho, traremos conteúdo com muito respeito a vocês inscritos. Compartilhe para fortalecer o canal!#redpill #sigma #masculino #solitude",0.06579731,0.09959077835083008,0.06579731,0.0065994263,0.028016793,0.022190686,videos_misoginia,0,final_misoginia
video_15906,"A PESSOA MUDA POR CAUSA DESSAS COISAS  #homemdealtovalor #comportamentomasculino #seducao #podcast 📕 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa."" Acesse o link abaixo:https://bit.ly/47tJ0bQ- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram:   Tik Tok:  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento",0,0,"A PESSOA MUDA POR CAUSA DESSAS COISAS  #homemdealtovalor #comportamentomasculino #seducao #podcast 📕 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa."" Acesse o link abaixo:https://bit.ly/47tJ0bQ- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram:   Tik Tok:  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento",0.014011159,0.07386016845703125,0.014011159,0.0015544891,0.0044582416,0.008405882,videos_misoginia,0,final_misoginia
video_15933,"O que fazer quando ele não está emocionalmente disponível GRUPO TELEGRAM👇https://bit.ly/CanalRedpillfemininahttps://go.hotmart.com/Y97146592T?ap=c8bcCreditos Da Criação Do VideoRoteiro; Feito com Chat gpthttps://chatgpt.com/imagens Geradas com piclumenhttps://piclumen.com Capa do video feito com o canvahttps://www.canva.com/imagens da capa, fonte seaarthttps://www.seaart.ai/ptEdição completa do video, efeitos e animaçõeshttps://www.capcut.com/Voz do Video Marcushttps://www.capcut.com/O que fazer quando ele não está emocionalmente disponível✅ PARTE 01 – Descrição para YouTube otimizada para SEODescrição Sugerida (com SEO):Você já se envolveu com um homem que parecia perfeito, mas emocionalmente era frio, ausente e inacessível? Neste vídeo do canal Red Pill Feminina, revelamos o que realmente está por trás da indisponibilidade emocional masculina. Descubra por que tantos homens evitam a intimidade, o impacto dos traumas na infância e como isso afeta seus relacionamentos. Com base em autores como Rollo Tomassi, Shahida Arabi, Robert Glover, David Deida, Corey Wayne e Natalie Lue, mostramos como sair desse ciclo tóxico e recuperar sua autoestima. Aprenda a identificar padrões, parar de insistir em quem não está disponível e reconquistar seu poder emocional. Assista até o fim e transforme sua visão sobre os relacionamentos amorosos!🔔 Inscreva-se no canal, curta, comente e compartilhe com quem precisa ouvir essa verdade!✅ PARTE 02 – Referências, obras e autores citadosAutores e obras mencionados no roteiro:Rollo Tomassi – The Rational MaleCapítulo 10, páginas 121 a 127Shahida Arabi – Becoming the Narcissist’s NightmareCapítulo 4, páginas 63 a 70Robert Glover – No More Mr. Nice GuyCapítulo 7, páginas 102 a 109David Deida – The Way of the Superior ManCapítulo 5, páginas 33 a 37Corey Wayne – How to Be a 3% ManCapítulo 12, páginas 90 a 96Natalie Lue – Mr. Unavailable and the Fallback GirlCapítulo 6, páginas 115 a 122✅ PARTE 03 – Palavras-chave (duas versões com até 500 caracteres cada)Versão 1 – Foco em busca orgânica e tema do vídeo:relacionamento abusivo, homem emocionalmente indisponível, red pill feminina, como lidar com homem frio, sinais de desinteresse masculino, homens e emoções, como deixar de ser trouxa, autoajuda feminina, autoestima no namoro, amor próprio, psicologia masculina, comportamento masculino, ele não me ama, o que fazer quando ele se afasta, valor da mulher, mulher de alto valor, inteligência emocional feminina, cura emocional, relacionamento tóxico, namoro e rejeiçãoVersão 2 – Foco em SEO e tendências de pesquisa no YouTube:como lidar com homem distante, ele não demonstra sentimentos, sinais de um homem emocionalmente fechado, porque ele não se abre comigo, ele sumiu e voltou, trauma emocional masculino, red pill para mulheres, como atrair um homem de verdade, dicas de relacionamento feminino, autoestima na prática, homens que não se apegam, como parar de correr atrás, empoderamento feminino, inteligência emocional no amor, o que é homem indisponível, mulher que se valoriza, relacionamento saudável",0,0,"O que fazer quando ele não está emocionalmente disponível GRUPO TELEGRAM👇https://bit.ly/CanalRedpillfemininahttps://go.hotmart.com/Y97146592T?ap=c8bcCreditos Da Criação Do VideoRoteiro; Feito com Chat gpthttps://chatgpt.com/imagens Geradas com piclumenhttps://piclumen.com Capa do video feito com o canvahttps://www.canva.com/imagens da capa, fonte seaarthttps://www.seaart.ai/ptEdição completa do video, efeitos e animaçõeshttps://www.capcut.com/Voz do Video Marcushttps://www.capcut.com/O que fazer quando ele não está emocionalmente disponível✅ PARTE 01 – Descrição para YouTube otimizada para SEODescrição Sugerida (com SEO):Você já se envolveu com um homem que parecia perfeito, mas emocionalmente era frio, ausente e inacessível? Neste vídeo do canal Red Pill Feminina, revelamos o que realmente está por trás da indisponibilidade emocional masculina. Descubra por que tantos homens evitam a intimidade, o impacto dos traumas na infância e como isso afeta seus relacionamentos. Com base em autores como Rollo Tomassi, Shahida Arabi, Robert Glover, David Deida, Corey Wayne e Natalie Lue, mostramos como sair desse ciclo tóxico e recuperar sua autoestima. Aprenda a identificar padrões, parar de insistir em quem não está disponível e reconquistar seu poder emocional. Assista até o fim e transforme sua visão sobre os relacionamentos amorosos!🔔 Inscreva-se no canal, curta, comente e compartilhe com quem precisa ouvir essa verdade!✅ PARTE 02 – Referências, obras e autores citadosAutores e obras mencionados no roteiro:Rollo Tomassi – The Rational MaleCapítulo 10, páginas 121 a 127Shahida Arabi – Becoming the Narcissist’s NightmareCapítulo 4, páginas 63 a 70Robert Glover – No More Mr. Nice GuyCapítulo 7, páginas 102 a 109David Deida – The Way of the Superior ManCapítulo 5, páginas 33 a 37Corey Wayne – How to Be a 3% ManCapítulo 12, páginas 90 a 96Natalie Lue – Mr. Unavailable and the Fallback GirlCapítulo 6, páginas 115 a 122✅ PARTE 03 – Palavras-chave (duas versões com até 500 caracteres cada)Versão 1 – Foco em busca orgânica e tema do vídeo:relacionamento abusivo, homem emocionalmente indisponível, red pill feminina, como lidar com homem frio, sinais de desinteresse masculino, homens e emoções, como deixar de ser trouxa, autoajuda feminina, autoestima no namoro, amor próprio, psicologia masculina, comportamento masculino, ele não me ama, o que fazer quando ele se afasta, valor da mulher, mulher de alto valor, inteligência emocional feminina, cura emocional, relacionamento tóxico, namoro e rejeiçãoVersão 2 – Foco em SEO e tendências de pesquisa no YouTube:como lidar com homem distante, ele não demonstra sentimentos, sinais de um homem emocionalmente fechado, porque ele não se abre comigo, ele sumiu e voltou, trauma emocional masculino, red pill para mulheres, como atrair um homem de verdade, dicas de relacionamento feminino, autoestima na prática, homens que não se apegam, como parar de correr atrás, empoderamento feminino, inteligência emocional no amor, o que é homem indisponível, mulher que se valoriza, relacionamento saudável",0.01218908,0.09568929672241211,0.01218908,0.002155304,0.00258985,0.008310881,videos_misoginia,0,final_misoginia
