id_video_anonimizado,text,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem
video_13924,Esse mundo ta perdido  #antiotario #rafaelaires #redpill,0,0,Esse mundo ta perdido  #antiotario #rafaelaires #redpill,0.07212844,0.2489335536956787,0.07212844,0.0044059753,0.014551271,0.029714199,videos
video_14058,HOMENS NUNCA PERDOEM UM MULHER TRAÍDORA! #memes #humor #amelhorredpillvemdelas seja bem vindo a mais um vídeo do canal Não se esqueça inscrever no CANAL e deixar o like  além disso ative o sininho de notificações para não perder nenhum vídeo.HOMENS NUNCA PERDOEM UM MULHER TRAÍDORA!,1,1,HOMENS NUNCA PERDOEM UM MULHER TRAÍDORA! #memes #humor #amelhorredpillvemdelas seja bem vindo a mais um vídeo do canal Não se esqueça inscrever no CANAL e deixar o like  além disso ative o sininho de notificações para não perder nenhum vídeo.HOMENS NUNCA PERDOEM UM MULHER TRAÍDORA!,0.39842087,0.26360368728637695,0.39842087,0.02420936,0.2808415,0.3388922,videos
video_14060,"O Que As Mulheres Querem Saber Sobre os Homens na Intimidade? ""As mulheres podem sentir curiosidade sobre a intimidade masculina, buscando entender mais sobre desejos, reações e o comportamento do parceiro. Essa curiosidade é natural e reflete o desejo de melhorar a conexão emocional e sexual. A chave para uma relação íntima saudável é a comunicação aberta e o respeito mútuo. #Relacionamento #Intimidade #Masculinidade #FabrícioAcunha #CuriosidadeFeminina""",0,0,"O Que As Mulheres Querem Saber Sobre os Homens na Intimidade? ""As mulheres podem sentir curiosidade sobre a intimidade masculina, buscando entender mais sobre desejos, reações e o comportamento do parceiro. Essa curiosidade é natural e reflete o desejo de melhorar a conexão emocional e sexual. A chave para uma relação íntima saudável é a comunicação aberta e o respeito mútuo. #Relacionamento #Intimidade #Masculinidade #FabrícioAcunha #CuriosidadeFeminina""",0.021785567,0.267580509185791,0.021785567,0.0013542175,0.00673361,0.008462882,videos
video_14063,"ESSA É A DIFERENÇA ENTRE AMOR E PAIXÃO Relacionamentos vs Redes Sociais: O Que Está Dando Errado? | Mari Vabo no Aqui com AmauryEpisódio completo: https://www.youtube.com/watch?v=q0nfvDSui3MCanal: Amaury Nuneshttps://www.youtube.com/ Convidados: Mariana Vabohttps://www.youtube.com/ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 👑 Deixe o seu like e comentário, não se esqueça de inscrever-se no canal!📕 Aprenda como conquistar qualquer mulher. Acesse o link abaixo: https://bit.ly/47tJ0bQ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram:   Tik Tok:   - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento #psicologiacomportamental #psicologaderelacionamento #inteligenciaemocional #linguagemcorporal",0,0,"ESSA É A DIFERENÇA ENTRE AMOR E PAIXÃO Relacionamentos vs Redes Sociais: O Que Está Dando Errado? | Mari Vabo no Aqui com AmauryEpisódio completo: https://www.youtube.com/watch?v=q0nfvDSui3MCanal: Amaury Nuneshttps://www.youtube.com/ Convidados: Mariana Vabohttps://www.youtube.com/ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 👑 Deixe o seu like e comentário, não se esqueça de inscrever-se no canal!📕 Aprenda como conquistar qualquer mulher. Acesse o link abaixo: https://bit.ly/47tJ0bQ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram:   Tik Tok:   - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento #psicologiacomportamental #psicologaderelacionamento #inteligenciaemocional #linguagemcorporal",0.062236045,0.277759313583374,0.062236045,0.0075912476,0.019274252,0.019870255,videos
video_14075,O homem que segue várias mulheres 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0,0,O homem que segue várias mulheres 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0.15822013,0.2795143127441406,0.15822013,0.014963473,0.025002124,0.029493837,videos
video_14078,MIQUEINHA VEJA OS SINAIS QUE AS MULHERES MOSTRAM! #memes #humor #amelhorredpillvemdelas seja bem vindo a mais um vídeo do canal Não se esqueça inscrever no CANAL e deixar o like  além disso ative o sininho de notificações para não perder nenhum vídeo.MIQUEINHA VEJA OS SINAIS QUE AS MULHERES MOSTRAM!,1,1,MIQUEINHA VEJA OS SINAIS QUE AS MULHERES MOSTRAM! #memes #humor #amelhorredpillvemdelas seja bem vindo a mais um vídeo do canal Não se esqueça inscrever no CANAL e deixar o like  além disso ative o sininho de notificações para não perder nenhum vídeo.MIQUEINHA VEJA OS SINAIS QUE AS MULHERES MOSTRAM!,0.18554166,0.2734074592590332,0.18554166,0.014447021,0.09659086,0.045007613,videos
video_14154,AMANTE DEPOIMENTO DELA #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem #shorts,0,0,AMANTE DEPOIMENTO DELA #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem #shorts,0.007797878,0.3045814037322998,0.0070055793,0.000910759,0.0018961402,0.007797878,videos
video_14267,"Mulher Não Valoriza o Homem Trabalhador: O Impacto no Relacionamento É comum que, em alguns relacionamentos, mulheres não valorizem os esforços de homens trabalhadores, buscando algo mais que não está necessariamente relacionado ao compromisso ou ao trabalho árduo. No entanto, esse comportamento pode levar a desentendimentos e frustrações, pois o respeito mútuo e a valorização do esforço do parceiro são fundamentais para a saúde de qualquer relação. O reconhecimento e a apreciação pelo que o outro faz são essenciais para um relacionamento sólido. #Relacionamento #Masculinidade #FabrícioAcunha #ValorNoRelacionamento #Esforço""",1,1,"Mulher Não Valoriza o Homem Trabalhador: O Impacto no Relacionamento É comum que, em alguns relacionamentos, mulheres não valorizem os esforços de homens trabalhadores, buscando algo mais que não está necessariamente relacionado ao compromisso ou ao trabalho árduo. No entanto, esse comportamento pode levar a desentendimentos e frustrações, pois o respeito mútuo e a valorização do esforço do parceiro são fundamentais para a saúde de qualquer relação. O reconhecimento e a apreciação pelo que o outro faz são essenciais para um relacionamento sólido. #Relacionamento #Masculinidade #FabrícioAcunha #ValorNoRelacionamento #Esforço""",0.14082454,0.27385735511779785,0.14082454,0.005722046,0.11860296,0.039151907,videos
video_14308,"MULHER JOGA NA CARA QUE QUERIA ESTAR COM OUTRO #VSM #relacionamentosEntre para o Super Aulão de VSM e mude sua vida de uma vez por todas: http://bit.ly/3RUC29n Neste vídeo, Gabriel Amorim dá as melhores dicas para você esquecer sua ex-namorada e virar a página de uma vez por todas.",0,0,"MULHER JOGA NA CARA QUE QUERIA ESTAR COM OUTRO #VSM #relacionamentosEntre para o Super Aulão de VSM e mude sua vida de uma vez por todas: http://bit.ly/3RUC29n Neste vídeo, Gabriel Amorim dá as melhores dicas para você esquecer sua ex-namorada e virar a página de uma vez por todas.",0.11212669,0.2910921573638916,0.11212669,0.009651184,0.016862517,0.028502205,videos
video_14349,MULHER DIZ QUE COMPROU O SEU MARIDO! #humor #memes #amelhorredpillvemdelas #comedia seja bem vindo a mais um vídeo do canal Não se esqueça inscrever no CANAL e deixar o like  além disso ative o sininho de notificações para não perder nenhum vídeo.MULHER DIZ QUE COMPROU O SEU MARIDO!,0,0,MULHER DIZ QUE COMPROU O SEU MARIDO! #humor #memes #amelhorredpillvemdelas #comedia seja bem vindo a mais um vídeo do canal Não se esqueça inscrever no CANAL e deixar o like  além disso ative o sininho de notificações para não perder nenhum vídeo.MULHER DIZ QUE COMPROU O SEU MARIDO!,0.31686464,0.29144978523254395,0.31686464,0.023076924,0.09741807,0.09855611,videos
video_1435,"COMO DESFODER SUA VIDA [passo a passo] ► Alphalife+: https://alphalifeplus.com/?utm_source=youtube► Lover Academy: https://loveracademy.com.br/?utm_source=youtube► Close Friends: https://copinioficial.com/?utm_source=youtubeDescubra o guia definitivo para desfoder sua vida e alcançar a maestria pessoal! 💪 Neste vídeo transformador, vamos explorar passo a passo como você pode revolucionar todas as áreas da sua vida, do pessoal ao profissional. Aprenda estratégias comprovadas para superar desafios, conquistar metas e viver uma vida verdadeiramente plena. Não perca mais tempo preso na mesmice - é hora de assumir o controle e criar a vida dos seus sonhos!► Instagram: https://www.instagram.com/copini_alphalife/► Contato Suporte para alunos: alphalifesuporte .comEmail comercial: alphalifecopini .com #DesenvolvimentoPessoal #Transformação #MastriaPessoal #MudançaDeVida""",0,0,"COMO DESFODER SUA VIDA [passo a passo] ► Alphalife+: https://alphalifeplus.com/?utm_source=youtube► Lover Academy: https://loveracademy.com.br/?utm_source=youtube► Close Friends: https://copinioficial.com/?utm_source=youtubeDescubra o guia definitivo para desfoder sua vida e alcançar a maestria pessoal! 💪 Neste vídeo transformador, vamos explorar passo a passo como você pode revolucionar todas as áreas da sua vida, do pessoal ao profissional. Aprenda estratégias comprovadas para superar desafios, conquistar metas e viver uma vida verdadeiramente plena. Não perca mais tempo preso na mesmice - é hora de assumir o controle e criar a vida dos seus sonhos!► Instagram: https://www.instagram.com/copini_alphalife/► Contato Suporte para alunos: alphalifesuporte .comEmail comercial: alphalifecopini .com #DesenvolvimentoPessoal #Transformação #MastriaPessoal #MudançaDeVida""",0.11192002,0.27435874938964844,0.11192002,0.012703998,0.010951365,0.021546122,videos
video_14365,"AS FEMINISTAS QUERIAM TANDO  DIREITOS IGUAIS, MAS AGORA NÃO QUEREM RESPONSABILIDADE! #memes #humor Olá! seja bem vindo a mais um video do canal, hoje vamos falar, sobre o porquê que o homem deve malhar e treinar. não se esqueça de se inscrever no canal e deixar o like  além disso ative o sininho de notificações para não perder nenhum video. vamos começar;AS FEMINISTAS QUERIAM TANDO  DIREITOS IGUAIS, MAS AGORA NÃO QUEREM RESPONSABILIDADE!",1,1,"AS FEMINISTAS QUERIAM TANDO  DIREITOS IGUAIS, MAS AGORA NÃO QUEREM RESPONSABILIDADE! #memes #humor Olá! seja bem vindo a mais um video do canal, hoje vamos falar, sobre o porquê que o homem deve malhar e treinar. não se esqueça de se inscrever no canal e deixar o like  além disso ative o sininho de notificações para não perder nenhum video. vamos começar;AS FEMINISTAS QUERIAM TANDO  DIREITOS IGUAIS, MAS AGORA NÃO QUEREM RESPONSABILIDADE!",0.3817989,0.26836729049682617,0.37751234,0.023082556,0.3817989,0.20434737,videos
video_14371,Eu estou vencendo a ansiedade e a depressão através da atividade física. 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0,0,Eu estou vencendo a ansiedade e a depressão através da atividade física. 🗿 - Antiotario🔱 - Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ImperioCombo,0.04216247,0.3047468662261963,0.04216247,0.0034713745,0.004421244,0.010400894,videos
video_1439,Fiz de tudo pela minha filha e ela arrumou um namorado que não é do meu agrado. 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0,0,Fiz de tudo pela minha filha e ela arrumou um namorado que não é do meu agrado. 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0.25462922,0.2834806442260742,0.25462922,0.023076924,0.028886627,0.05964688,videos
video_14396,CORPO BONITO NÃO GARANTE VALOR #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem #shorts,0,0,CORPO BONITO NÃO GARANTE VALOR #relacionamento #namoro #casamentonapraia #casal #masculino #macho#seduçao #machoalfa #redpilled #masculinidade #homemdevalor#redpillbrasil #namorosafado #conquistarmulheres #reconquistar #casamento#conquistarmulher #conquistarumamor #fabricioacunha #fabricioacunhamentor #machomacho#amor #cortespodcast #mulher #homem #shorts,0.014576632,0.2964332103729248,0.014576632,0.0021362305,0.0032928092,0.009640889,videos
video_14436,O maior inimigo de uma mulher é outra mulher 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,1,1,O maior inimigo de uma mulher é outra mulher 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0.28547668,0.3058485984802246,0.28547668,0.023293832,0.18313584,0.113185234,videos
video_14491,"QUAL É O SEGREDO PARA ATRAIR UM HOMEM QUE TE VALORIZE DE VERDADE ✅QUAL É O SEGREDO PARA ATRAIR UM HOMEM QUE TE VALORIZE DE VERDADENeste vídeo eu vou te explicar qual é o segredo para trair um homem que te valorize de verdade.Se você é uma mulher solteira e está buscando um relacionamento de valor, uma relação afetiva saudável e duradoura este vídeo é para você.Neste vídeo eu vou te ajudar a entender como conquistar um homem de valor através de comportamentos de uma mulher de valor.Se você busca ser amada, valorizada e finalmente descobrir o segredo para atrair um homem de valor que te repise e te valorize, aqui está o segredo.🔴GUIA DA MULHER AUTOCONFIANTE🔴https://karinefloriana.com.br/💎Comunidade Mulher Autoconfiante-Receba dicas no Telegramhttps://t.me/+gvhTCF_GHEA2Y2Qx🔴E-BOOK: GUIA PRÁTICO PARA AUMENTAR O AMOR-PRÓPRIO E MELHORAR A AUTOESTIMAhttps://pay.kiwify.com.br/SIiljFS🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🔴Compartilhe esse vídeo : ➤QUAL É O SEGREDO PARA ATRAIR UM HOMEM QUE TE VALORIZE DE VERDADEhttps://youtu.be/ycTwqZwq2pM🚨Videos que também podem te ajudar🚨➤COMO DEIXAR UM HOMEM OBCECADO POR VOCÊ EM 6 PASSOS. AULA 1https://youtu.be/BZfEiq2sMpQ➤COMO CONQUISTAR UM HOMEM COM 4 ATITUDES? FAÇA ELE TE DESEJARhttps://youtu.be/dQBLREVfOmE➤COMO SE TORNAR EXTREMAMENTE ATRAENTE SEM ESFORÇOhttps://youtu.be/kzXwcEa2hOs➤TIPO DE MULHERES SOLTEIRAS QUE OS HOMENS NÃO GOSTAM -MULHERES DESINTERESSANTEShttps://youtu.be/NGwbYWizVjU➤COMO APRENDER A SER AMADA E VALORIZADA POR UM HOMEM RAPIDAMENTEhttps://youtu.be/DchFUqCx9TY➤COMO FAZER UM HOMEM FICAR INTERESSADO POR VOCÊ RAPIDAMENTE- DEIXE ELE APAIXONADOhttps://youtu.be/NsNIPOcIab0➤COMO CHAMAR A ATENÇÃO DE UM HOMEM?  FAÇA DIFERENTEhttps://youtu.be/6wvEfgkfwTI===========================================================🔴 #relacionamento #relacionamentoamoroso #comoconquistarumhomem #conquista #valor #valorizada #gostar #amar #amor 🔻Me Encontre nas Redes Sociais🔻📸Instagram➤https://www.instagram.com/karinefloriana/📸Tiktok➤http://www.tiktok.com/ 🎬YouTube➤https://www.youtube.com/ 📸Linkedin➤www.linkedin.com/in/karinefloriana📸KWAI➤ https://kwai-video.com/u/ /n8XhvCfK",1,0,"QUAL É O SEGREDO PARA ATRAIR UM HOMEM QUE TE VALORIZE DE VERDADE ✅QUAL É O SEGREDO PARA ATRAIR UM HOMEM QUE TE VALORIZE DE VERDADENeste vídeo eu vou te explicar qual é o segredo para trair um homem que te valorize de verdade.Se você é uma mulher solteira e está buscando um relacionamento de valor, uma relação afetiva saudável e duradoura este vídeo é para você.Neste vídeo eu vou te ajudar a entender como conquistar um homem de valor através de comportamentos de uma mulher de valor.Se você busca ser amada, valorizada e finalmente descobrir o segredo para atrair um homem de valor que te repise e te valorize, aqui está o segredo.🔴GUIA DA MULHER AUTOCONFIANTE🔴https://karinefloriana.com.br/💎Comunidade Mulher Autoconfiante-Receba dicas no Telegramhttps://t.me/+gvhTCF_GHEA2Y2Qx🔴E-BOOK: GUIA PRÁTICO PARA AUMENTAR O AMOR-PRÓPRIO E MELHORAR A AUTOESTIMAhttps://pay.kiwify.com.br/SIiljFS🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🔴Compartilhe esse vídeo : ➤QUAL É O SEGREDO PARA ATRAIR UM HOMEM QUE TE VALORIZE DE VERDADEhttps://youtu.be/ycTwqZwq2pM🚨Videos que também podem te ajudar🚨➤COMO DEIXAR UM HOMEM OBCECADO POR VOCÊ EM 6 PASSOS. AULA 1https://youtu.be/BZfEiq2sMpQ➤COMO CONQUISTAR UM HOMEM COM 4 ATITUDES? FAÇA ELE TE DESEJARhttps://youtu.be/dQBLREVfOmE➤COMO SE TORNAR EXTREMAMENTE ATRAENTE SEM ESFORÇOhttps://youtu.be/kzXwcEa2hOs➤TIPO DE MULHERES SOLTEIRAS QUE OS HOMENS NÃO GOSTAM -MULHERES DESINTERESSANTEShttps://youtu.be/NGwbYWizVjU➤COMO APRENDER A SER AMADA E VALORIZADA POR UM HOMEM RAPIDAMENTEhttps://youtu.be/DchFUqCx9TY➤COMO FAZER UM HOMEM FICAR INTERESSADO POR VOCÊ RAPIDAMENTE- DEIXE ELE APAIXONADOhttps://youtu.be/NsNIPOcIab0➤COMO CHAMAR A ATENÇÃO DE UM HOMEM?  FAÇA DIFERENTEhttps://youtu.be/6wvEfgkfwTI===========================================================🔴 #relacionamento #relacionamentoamoroso #comoconquistarumhomem #conquista #valor #valorizada #gostar #amar #amor 🔻Me Encontre nas Redes Sociais🔻📸Instagram➤https://www.instagram.com/karinefloriana/📸Tiktok➤http://www.tiktok.com/ 🎬YouTube➤https://www.youtube.com/ 📸Linkedin➤www.linkedin.com/in/karinefloriana📸KWAI➤ https://kwai-video.com/u/ /n8XhvCfK",0.31686464,0.2866201400756836,0.31686464,0.023223408,0.10699738,0.083112895,videos
video_14529,"O QUE ESTÁ ACONTECENDO COM OS HOMENS! ELA DISSE QUE A CULPA É DE ALGUMAS MULHERESKKK Olá! seja bem vindo a mais um video do canal, hoje vamos falar, sobre O QUE ESTÁ ACONTECENDO COM OS HOMENS! ELA DISSE QUE A CULPA É DE ALGUMAS MULHERESKKK não se esqueça de se inscrever no canal e deixar o like  além disso ative o sininho de notificações para não perder nenhum video. vamos começar;",0,0,"O QUE ESTÁ ACONTECENDO COM OS HOMENS! ELA DISSE QUE A CULPA É DE ALGUMAS MULHERESKKK Olá! seja bem vindo a mais um video do canal, hoje vamos falar, sobre O QUE ESTÁ ACONTECENDO COM OS HOMENS! ELA DISSE QUE A CULPA É DE ALGUMAS MULHERESKKK não se esqueça de se inscrever no canal e deixar o like  além disso ative o sininho de notificações para não perder nenhum video. vamos começar;",0.37751234,0.280139684677124,0.37751234,0.023246882,0.31015682,0.1378885,videos
video_14609,#homem #homens #motivação Homem elas queriam ter dado mais,1,1,#homem #homens #motivação Homem elas queriam ter dado mais,0.010618322,0.27985668182373047,0.010618322,0.0008773804,0.002830336,0.008348881,videos
video_14653,"Mulher de Valor: Como Suas Ações Definem Seu Valor Uma mulher de valor demonstra seu respeito, dignidade e caráter não apenas pelas palavras, mas pelo comportamento diário. Ela age com empatia, maturidade e respeito, tanto em seus relacionamentos quanto em sua vida pessoal. O comportamento de uma mulher de valor é a base que cria relacionamentos sólidos e saudáveis, atraindo respeito e confiança de todos ao seu redor. #Relacionamento #Masculinidade #FabrícioAcunha #ComportamentoDeValor #Respeito""",1,0,"Mulher de Valor: Como Suas Ações Definem Seu Valor Uma mulher de valor demonstra seu respeito, dignidade e caráter não apenas pelas palavras, mas pelo comportamento diário. Ela age com empatia, maturidade e respeito, tanto em seus relacionamentos quanto em sua vida pessoal. O comportamento de uma mulher de valor é a base que cria relacionamentos sólidos e saudáveis, atraindo respeito e confiança de todos ao seu redor. #Relacionamento #Masculinidade #FabrícioAcunha #ComportamentoDeValor #Respeito""",0.0073988754,0.22817301750183105,0.006691428,0.0010585785,0.0036997858,0.0073988754,videos
video_1466,Por que o teste dela não funcionou? 🤔 📕- ANTIOTÁRIO: https://antiotarioprooficial.com/oferta/Instagram:   https://www.instagram.com/antiotariopro/Telegram: https://t.me/antiotarioproFacebook:  https://www.facebook.com/antiotariopro/,0,0,Por que o teste dela não funcionou? 🤔 📕- ANTIOTÁRIO: https://antiotarioprooficial.com/oferta/Instagram:   https://www.instagram.com/antiotariopro/Telegram: https://t.me/antiotarioproFacebook:  https://www.facebook.com/antiotariopro/,0.01847211,0.3085029125213623,0.01847211,0.0012779236,0.0032743104,0.009108886,videos
video_14673,"Mulheres sabem como enganar os homens… e muitos nem percebem! ""Muitos homens entram em relacionamentos sem perceber os truques e manipulações que algumas mulheres usam para conseguir o que querem. Elas sabem como agir para manter o controle e fazer você acreditar que está no comando. No vídeo de hoje, vamos revelar as estratégias femininas e como os homens podem se proteger emocionalmente e financeiramente. Você já passou por algo assim? Comente abaixo! #Relacionamento #Masculinidade #ManipulaçãoFeminina #FabrícioAcunha #AlertaHomens""",1,1,"Mulheres sabem como enganar os homens… e muitos nem percebem! ""Muitos homens entram em relacionamentos sem perceber os truques e manipulações que algumas mulheres usam para conseguir o que querem. Elas sabem como agir para manter o controle e fazer você acreditar que está no comando. No vídeo de hoje, vamos revelar as estratégias femininas e como os homens podem se proteger emocionalmente e financeiramente. Você já passou por algo assim? Comente abaixo! #Relacionamento #Masculinidade #ManipulaçãoFeminina #FabrícioAcunha #AlertaHomens""",0.39207554,0.26906466484069824,0.3389984,0.05832097,0.39207554,0.26957804,videos
video_14733,Homem de valor deixe seu recado para ela #homem #homens #homemdevalor #homemmoderno #motivacao Homem de valor deixe seu recado para ela #homem #homens #homemdevalor #homemmoderno #motivacao #JeitoNu,0,0,Homem de valor deixe seu recado para ela #homem #homens #homemdevalor #homemmoderno #motivacao Homem de valor deixe seu recado para ela #homem #homens #homemdevalor #homemmoderno #motivacao #JeitoNu,0.012000589,0.23907470703125,0.012000589,0.00093460083,0.0014799143,0.009906891,videos
video_14739,"Ex se dizia crente e terminou comigo para assumir outro 1 semana depois #VSM #relacionamentosEntre para o Super Aulão de VSM: http://bit.ly/3RUC29n Neste vídeo, Gabriel Amorim dá as melhores dicas para você esquecer sua ex-namorada e virar a página de uma vez por todas.",0,1,"Ex se dizia crente e terminou comigo para assumir outro 1 semana depois #VSM #relacionamentosEntre para o Super Aulão de VSM: http://bit.ly/3RUC29n Neste vídeo, Gabriel Amorim dá as melhores dicas para você esquecer sua ex-namorada e virar a página de uma vez por todas.",0.019477395,0.27519774436950684,0.019477395,0.001707077,0.0030153254,0.010818896,videos
video_14856,"SE A MULHER TE PEDIR ISSO E VOCÊ ACEITAR.. SEU VALOR COMO HOMEM VAI LÁ PRA BAIXO | MARI VABO QUAL O SEGREDO DAS MULHERES? [MARI VABO] - #44 PraticastEpisódio completo: https://www.youtube.com/watch?v=EXJFxYazk6QCanal: Bora pra Práticahttps://www.youtube.com/ Convidados (as): Mariana Vabohttps://www.youtube.com/ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 👑 Deixe o seu like e comentário, não se esqueça de inscrever-se no canal!📕 Aprenda como conquistar qualquer mulher com o Método Alpha. Acesse o link abaixo: https://bit.ly/47tJ0bQ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram:   Tik Tok:   - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento #psicologiacomportamental #psicologaderelacionamento #inteligenciaemocional #linguagemcorporal",1,1,"SE A MULHER TE PEDIR ISSO E VOCÊ ACEITAR.. SEU VALOR COMO HOMEM VAI LÁ PRA BAIXO | MARI VABO QUAL O SEGREDO DAS MULHERES? [MARI VABO] - #44 PraticastEpisódio completo: https://www.youtube.com/watch?v=EXJFxYazk6QCanal: Bora pra Práticahttps://www.youtube.com/ Convidados (as): Mariana Vabohttps://www.youtube.com/ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 👑 Deixe o seu like e comentário, não se esqueça de inscrever-se no canal!📕 Aprenda como conquistar qualquer mulher com o Método Alpha. Acesse o link abaixo: https://bit.ly/47tJ0bQ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram:   Tik Tok:   - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento #psicologiacomportamental #psicologaderelacionamento #inteligenciaemocional #linguagemcorporal",0.15435068,0.2743654251098633,0.15435068,0.018191293,0.07425626,0.054962315,videos
video_14858,MULHER FALA O MOTIVO DE ESTAR FALTANDO HOMEM CONFIA MIQUEINHA! #amelhorredpillvemdelas #memes seja bem vindo a mais um vídeo do canal  MULHER FALA O MOTIVO DE ESTAR FALTANDO HOMEM CONFIA MIQUEINHA!Não se esqueça inscrever no CANAL e deixar o like  além disso ative o sininho de notificações para não perder nenhum vídeo. vamos começar,0,0,MULHER FALA O MOTIVO DE ESTAR FALTANDO HOMEM CONFIA MIQUEINHA! #amelhorredpillvemdelas #memes seja bem vindo a mais um vídeo do canal  MULHER FALA O MOTIVO DE ESTAR FALTANDO HOMEM CONFIA MIQUEINHA!Não se esqueça inscrever no CANAL e deixar o like  além disso ative o sininho de notificações para não perder nenhum vídeo. vamos começar,0.18174082,0.29119324684143066,0.18174082,0.014898917,0.039972372,0.03768798,videos
video_14947,"POR QUE A MULHER NAO RESPONDE AS SUAS MENSAGENS #VSM #relacionamentos Neste vídeo, Gabriel Amorim dá as melhores dicas para você lidar com os problemas do seu relacionamento e da sua vida.",0,0,"POR QUE A MULHER NAO RESPONDE AS SUAS MENSAGENS #VSM #relacionamentos Neste vídeo, Gabriel Amorim dá as melhores dicas para você lidar com os problemas do seu relacionamento e da sua vida.",0.019728716,0.273906946182251,0.019728716,0.0013256073,0.006992595,0.010286893,videos
