id_comentario_anonimizado,comentario,final_misoginia,final_toxicidade,texto_analise,score_perspective_max,latencia_api,detalhe_toxicity,detalhe_severe,detalhe_identity,detalhe_insult,tipo_origem
comentario_2575313,"só precisamos de Deus,  buceta é distração, retrocesso espiritual e financeiro",1,0,"só precisamos de Deus,  buceta é distração, retrocesso espiritual e financeiro",0.53579444,0.32663917541503906,0.53579444,0.06488878,0.10221587,0.3388922,comentarios
comentario_1368269,O cara agora tem que expor a vida dele pros outros e ter validação? Sério mesmo? Tá de sacanagem,0,0,O cara agora tem que expor a vida dele pros outros e ter validação? Sério mesmo? Tá de sacanagem,0.2854903,0.27678370475769043,0.2854903,0.0090408325,0.0061046463,0.21135417,comentarios
comentario_2864745,"*Segundo o Hindiano (Duarte, a vida é um Xadrez), ele fez varias críticas (sensatas) justíssimas a Filosofia Red Pill 💊!!!*Mas a culpa da existência de um cara como o Alessandro Loiola, é dos paspalhos do Jr Master e do Miguel, que são incapazes de refutar este tipo de pessoas!!!Difícil não é! Eu consigo!!",0,1,"*Segundo o Hindiano (Duarte, a vida é um Xadrez), ele fez varias críticas (sensatas) justíssimas a Filosofia Red Pill 💊!!!*Mas a culpa da existência de um cara como o Alessandro Loiola, é dos paspalhos do Jr Master e do Miguel, que são incapazes de refutar este tipo de pessoas!!!Difícil não é! Eu consigo!!",0.2469859,0.2789299488067627,0.24442963,0.010299683,0.035589635,0.2469859,comentarios
comentario_1379796,Agora pensem na altura da régua da digníssima..... Estratosférica.....,0,0,Agora pensem na altura da régua da digníssima..... Estratosférica.....,0.11067997,0.27747607231140137,0.11067997,0.0028038025,0.0051797,0.05964688,comentarios
comentario_300188,"Dessa turma de 100 adolescentes, 50 vão cair , 30 vão mudar de fase , passar em concurso público, fazer uma faculdade  e ter uma casinha e um carrinho 10 vai ganhar bem $$, 5 serão destaques, 3 vão ser ricos, e 2 serão galáticos, estratosféricos, talvez serão até bilionários! essa é a escola da vida!",0,0,"Dessa turma de 100 adolescentes, 50 vão cair , 30 vão mudar de fase , passar em concurso público, fazer uma faculdade  e ter uma casinha e um carrinho 10 vai ganhar bem $$, 5 serão destaques, 3 vão ser ricos, e 2 serão galáticos, estratosféricos, talvez serão até bilionários! essa é a escola da vida!",0.14950264,0.2736473083496094,0.14950264,0.004749298,0.01274247,0.08434689,comentarios
comentario_1625491,"Pode acontecer isso ai sim, com muitas mais possibilidades se o convidado não fazer tudo o que ela quer ou não fazer feliz a dama porque o tamanho não é G -GG .",0,0,"Pode acontecer isso ai sim, com muitas mais possibilidades se o convidado não fazer tudo o que ela quer ou não fazer feliz a dama porque o tamanho não é G -GG .",0.051068526,0.27310943603515625,0.051068526,0.002822876,0.0073995716,0.02012808,comentarios
comentario_653887,"@  oxe, antes o miorim que era o brabo...saiu com a orelha quente...qm é o proximo...o henrido perde debate pra social democrata desenvolvimentista kkkkkk",0,0,"@  oxe, antes o miorim que era o brabo...saiu com a orelha quente...qm é o proximo...o henrido perde debate pra social democrata desenvolvimentista kkkkkk",0.25462922,0.27695584297180176,0.25462922,0.004673004,0.011543332,0.24561718,comentarios
comentario_2265999,❤  eu  não  tenho. Um grande  amor 💘  mais  tenho  uma grande  paixão  ....gue é. Você...❤...beijo  no cangoti.....,0,0,❤  eu  não  tenho. Um grande  amor 💘  mais  tenho  uma grande  paixão  ....gue é. Você...❤...beijo  no cangoti.....,0.051810697,0.2776064872741699,0.051810697,0.0026130676,0.003385304,0.014238917,comentarios
comentario_115753,Veremos o que cada um vai receber de Deus diante do seu trono. Pois as pessoas acham que derrubar quem Deus levanta fica desse jeito aqui só. A zombaria tem um preço e muito grande.,0,0,Veremos o que cada um vai receber de Deus diante do seu trono. Pois as pessoas acham que derrubar quem Deus levanta fica desse jeito aqui só. A zombaria tem um preço e muito grande.,0.112643376,0.3341081142425537,0.112643376,0.0039100647,0.03919895,0.039444692,comentarios
comentario_2422639,"Fazia tempo que não comentava aqui, mas esse vídeo foi muito bom, como a muito tempo não via aqui!",0,0,"Fazia tempo que não comentava aqui, mas esse vídeo foi muito bom, como a muito tempo não via aqui!",0.021785567,0.27991342544555664,0.021785567,0.002298355,0.006770608,0.009944891,comentarios
comentario_2145977,Academia de linguiça de boa kkkkkkkkkk.,0,0,Academia de linguiça de boa kkkkkkkkkk.,0.112953395,0.29088735580444336,0.112953395,0.0049209595,0.011617327,0.06250052,comentarios
comentario_1623195,Seu comentário foi sensacional... Parabéns.,0,0,Seu comentário foi sensacional... Parabéns.,0.007911879,0.28730273246765137,0.0073197307,0.00027775764,0.00046247322,0.007911879,comentarios
comentario_2886110,"E ainda vem com o papinho de que se ""descontrolou""",0,0,"E ainda vem com o papinho de que se ""descontrolou""",0.054779384,0.31110143661499023,0.054779384,0.0012302399,0.0017573982,0.032028005,comentarios
comentario_1430149,@  tem sempre uma pra defender a outra geralmente da mesma laia lobo anda com lobo cadeia anda com cadela,1,1,@  tem sempre uma pra defender a outra geralmente da mesma laia lobo anda com lobo cadeia anda com cadela,0.6667219,0.2760651111602783,0.6667219,0.23225316,0.105836816,0.5678696,comentarios
comentario_710195,Nem vcs mulheres entendem vcs !,1,1,Nem vcs mulheres entendem vcs !,0.3388922,0.27477025985717773,0.32919475,0.016706496,0.25140062,0.3388922,comentarios
comentario_174903,Porque são tapadas e se acham melhores do que todo mundo!!!,1,1,Porque são tapadas e se acham melhores do que todo mundo!!!,0.37392882,0.23990774154663086,0.34328604,0.018836858,0.14661247,0.37392882,comentarios
comentario_94505,"Motoristas de aplicativo do Brasil, vão por mim: só aceitem corridas pagas diretamente no cartão de crédito do usuário. No cartão é só alegria! O pagamento é instantâneo, sem troco e sem dor de cabeça. Se o usuário não tiver crédito, o aplicativo recusa na hora. Viver sem estresse é muito melhor 😉👍",0,0,"Motoristas de aplicativo do Brasil, vão por mim: só aceitem corridas pagas diretamente no cartão de crédito do usuário. No cartão é só alegria! O pagamento é instantâneo, sem troco e sem dor de cabeça. Se o usuário não tiver crédito, o aplicativo recusa na hora. Viver sem estresse é muito melhor 😉👍",0.017592486,0.2730693817138672,0.017592486,0.0005221367,0.0031818156,0.013820915,comentarios
comentario_2027754,"@  primeramente franco, vc não conhece e n estou preocupada com sua vida, só a gratidão pelo meu sucesso já é uma vitória",0,0,"@  primeramente franco, vc não conhece e n estou preocupada com sua vida, só a gratidão pelo meu sucesso já é uma vitória",0.115658075,0.32108283042907715,0.115658075,0.0038909912,0.007991537,0.04383647,comentarios
comentario_2289059,Cada dia que passa vejo que relacionamento e pura merda! Mulher ta cada dia mais sebosas,1,1,Cada dia que passa vejo que relacionamento e pura merda! Mulher ta cada dia mais sebosas,0.6852916,0.328991174697876,0.6852916,0.41034412,0.5135796,0.6261769,comentarios
comentario_771070,No fundo vc sabe o quão superficial e infantil vc é.,0,1,No fundo vc sabe o quão superficial e infantil vc é.,0.46476576,0.287520170211792,0.37795907,0.023076924,0.019073274,0.46476576,comentarios
comentario_822364,Ser pobre virou a licença para ser tudo que não presta,0,1,Ser pobre virou a licença para ser tudo que não presta,0.26104406,0.2891106605529785,0.26104406,0.01159668,0.09080041,0.25404143,comentarios
comentario_862783,"Eu não gosto de nada disso. Eu sou tão chata que eu não tenho paciência nem pra brinco, relógio, pulseiras,  em fim, só tenho minha aliança no meu dedo, há essa sim, tenho prazer em usar.",0,0,"Eu não gosto de nada disso. Eu sou tão chata que eu não tenho paciência nem pra brinco, relógio, pulseiras,  em fim, só tenho minha aliança no meu dedo, há essa sim, tenho prazer em usar.",0.08320791,0.2848391532897949,0.08320791,0.0024032593,0.006437627,0.029163294,comentarios
comentario_1021855,"😢  assumi uma mulher na época com 29 anos grávida de 2 meses de outro cara Ficamos 7 anos. Agora tomei bica e fui chamado de brega porque estou só estudando pra concurso. Não bebo ,não fumo.Já ela preferiu me lagar e voltar a fazer e fumar e provavelmente  ficar com outros..FUI TROUXA ASSUMIDO",0,0,"😢  assumi uma mulher na época com 29 anos grávida de 2 meses de outro cara Ficamos 7 anos. Agora tomei bica e fui chamado de brega porque estou só estudando pra concurso. Não bebo ,não fumo.Já ela preferiu me lagar e voltar a fazer e fumar e provavelmente  ficar com outros..FUI TROUXA ASSUMIDO",0.3302291,0.2939748764038086,0.3302291,0.023106033,0.06249457,0.26957804,comentarios
comentario_450144,"a espctro ficou cortando a outra mulher todo hora,isso sim e falta de respeito.",0,0,"a espctro ficou cortando a outra mulher todo hora,isso sim e falta de respeito.",0.27412915,0.2727053165435791,0.27412915,0.011978149,0.10221587,0.09416737,comentarios
comentario_691261,"Quando é parceria tudo bem, ambos trabalham e cresce. Mas quando é um ou outro que é como ela disse, fica difícil, afinal o que tem de pessoas( homens e mulheres) sugadores, narcisistas etc....",0,0,"Quando é parceria tudo bem, ambos trabalham e cresce. Mas quando é um ou outro que é como ela disse, fica difícil, afinal o que tem de pessoas( homens e mulheres) sugadores, narcisistas etc....",0.43296707,0.2785685062408447,0.37795907,0.023076924,0.11860296,0.43296707,comentarios
comentario_35704,"Cara, eu acho um saco esse papo de questionar o Arthur sobre Ucrânia. Ele praticou corrupção? Caçaram o cara por achar mulher bonita ou zoar com amigos situaçoes descontraidas? O cara é uma pessoa normal, uma pessoa comum, não é um robô.",0,0,"Cara, eu acho um saco esse papo de questionar o Arthur sobre Ucrânia. Ele praticou corrupção? Caçaram o cara por achar mulher bonita ou zoar com amigos situaçoes descontraidas? O cara é uma pessoa normal, uma pessoa comum, não é um robô.",0.17025198,0.2536766529083252,0.17025198,0.0037002563,0.022590388,0.100019015,comentarios
comentario_1522241,Eu pensei a mesma coisa kkkkkkkkkkkk,0,0,Eu pensei a mesma coisa kkkkkkkkkkkk,0.01237757,0.2353503704071045,0.01237757,0.0009059906,0.0015631594,0.006999873,comentarios
comentario_1707009,E emoção de ir pro tudo ou nada e voltar pra casa pensando se pegou ou não uma doença.,0,0,E emoção de ir pro tudo ou nada e voltar pra casa pensando se pegou ou não uma doença.,0.011874928,0.3099057674407959,0.011874928,0.00041007996,0.0010451894,0.009564889,comentarios
comentario_1721083,"esse trio foi absurdo e não vai ter igual, eram como Pelé, Garrincha e Didi.",0,0,"esse trio foi absurdo e não vai ter igual, eram como Pelé, Garrincha e Didi.",0.32682732,0.28949570655822754,0.32289913,0.0059127808,0.013043936,0.32682732,comentarios
comentario_2599738,"Ela sabe que a lei está ao lado dela então faz o que quer. O único problema é que se o cara mandar ela pro mundo do além, o noticiário dará a notícia; Mais um caso de feminicídio que o homem não aceitou o final da relação.",1,1,"Ela sabe que a lei está ao lado dela então faz o que quer. O único problema é que se o cara mandar ela pro mundo do além, o noticiário dará a notícia; Mais um caso de feminicídio que o homem não aceitou o final da relação.",0.10870059,0.2496345043182373,0.10870059,0.00579834,0.04796442,0.036809623,comentarios
comentario_1239180,Vi um comentário dizendo que foi o dono do restaurante aue fez um perfio falso pra fazer ela pagar 😂  (isso é resenha),0,0,Vi um comentário dizendo que foi o dono do restaurante aue fez um perfio falso pra fazer ela pagar 😂  (isso é resenha),0.10826672,0.27597475051879883,0.10826672,0.0024795532,0.0045692353,0.033570543,comentarios
comentario_854705,"Cara eu sou mulher, mas eu não gosto de flores não, Eu gosto de plantas medicinais. Eu gostava de comer um cachorro quente, na esquina.",0,0,"Cara eu sou mulher, mas eu não gosto de flores não, Eu gosto de plantas medicinais. Eu gostava de comer um cachorro quente, na esquina.",0.24282593,0.2826230525970459,0.24282593,0.017287504,0.030175667,0.036809623,comentarios
comentario_231366,"Isso é q dá tomar conta da vida alheia. Eu nem sei como as pessoas estão vestidas porque foco no meu treino e no meu Personal. Tá com tempo né, moça?",0,1,"Isso é q dá tomar conta da vida alheia. Eu nem sei como as pessoas estão vestidas porque foco no meu treino e no meu Personal. Tá com tempo né, moça?",0.01834645,0.2876780033111572,0.01834645,0.0006580353,0.0023586133,0.013402912,comentarios
comentario_1869116,Isso tbm serve pra homem não tem mais homem só moleque covarde narcisista status vai querer um mal caracter desse pra dizer que tem um lixo do seu lado vai ter que rolar a bunda no asfalto quente,0,1,Isso tbm serve pra homem não tem mais homem só moleque covarde narcisista status vai querer um mal caracter desse pra dizer que tem um lixo do seu lado vai ter que rolar a bunda no asfalto quente,0.6308517,0.29675865173339844,0.6308517,0.35368225,0.27682206,0.6308392,comentarios
comentario_1741673,@  caras que não conseguem se comprometer em um relacionamento e depois ficam culpando a sociedade. Assim como as mulheres também fazem. Não é difícil pensar um pouco.,0,1,@  caras que não conseguem se comprometer em um relacionamento e depois ficam culpando a sociedade. Assim como as mulheres também fazem. Não é difícil pensar um pouco.,0.2854869,0.2833089828491211,0.2854869,0.0073623657,0.27991617,0.17361937,comentarios
comentario_220597,Resumindo : Promiscua = Prostituta,1,1,Resumindo : Promiscua = Prostituta,0.5239335,0.26688241958618164,0.50789946,0.19455661,0.20878418,0.5239335,comentarios
comentario_849299,"Evangélicos você quis dizer né ??Crente é todo aquele que crê sendo assim,não precisa ser frequentador de igrejas pra se crer em algo.",0,0,"Evangélicos você quis dizer né ??Crente é todo aquele que crê sendo assim,não precisa ser frequentador de igrejas pra se crer em algo.",0.112850055,0.32587385177612305,0.112850055,0.0040245056,0.10221587,0.04090862,comentarios
comentario_932369,Estava interessado em outras!!!😂,0,0,Estava interessado em outras!!!😂,0.00804228,0.309520959854126,0.00804228,0.0004529953,0.0012024303,0.0072278744,comentarios
comentario_233659,Não seria melhor ir para o onlyfans ?,0,0,Não seria melhor ir para o onlyfans ?,0.016210219,0.29404520988464355,0.016210219,0.0010061264,0.0034223017,0.009203887,comentarios
comentario_17710,Sai fora dessa mulher rapaz!! Isso é  preguiça pura.,1,1,Sai fora dessa mulher rapaz!! Isso é  preguiça pura.,0.45135358,0.2723689079284668,0.39441586,0.023076924,0.10757765,0.45135358,comentarios
comentario_464802,Isso sim é esposa ! Uma mulher de cabeça,0,0,Isso sim é esposa ! Uma mulher de cabeça,0.22579013,0.29497814178466797,0.22579013,0.009841919,0.052490227,0.16989174,comentarios
comentario_30925,"  não. Os outros convidados anteriores. Ele repete mais chavões e propaganda do que outra coisa. Acabei de ver farinazzo com general português, a live acabou de terminar. Compare a qualidade dos comentários. Ou Mansur peixoto, até aquele judeu argentino manja mais que ele",0,0,"  não. Os outros convidados anteriores. Ele repete mais chavões e propaganda do que outra coisa. Acabei de ver farinazzo com general português, a live acabou de terminar. Compare a qualidade dos comentários. Ou Mansur peixoto, até aquele judeu argentino manja mais que ele",0.37012735,0.2832472324371338,0.36095104,0.020257099,0.37012735,0.2838064,comentarios
comentario_759249,Muito bom! Homem tem que parar de bajular algumas mulheres interesseiras!!,1,1,Muito bom! Homem tem que parar de bajular algumas mulheres interesseiras!!,0.23739935,0.29698967933654785,0.23739935,0.008811951,0.08666438,0.08508729,comentarios
comentario_1703566,Rapaziada quando você sair do sua casa para resolver alguma coisa não olhe pra ninguém não dê atenção a ninguém resolvam seu problema e voltem para sua casa,0,0,Rapaziada quando você sair do sua casa para resolver alguma coisa não olhe pra ninguém não dê atenção a ninguém resolvam seu problema e voltem para sua casa,0.25084448,0.26692700386047363,0.25084448,0.0077438354,0.00828752,0.24767025,comentarios
comentario_878348,Sempre tive ótimas experiências todas as vezes q precisei do SUS. Acho q depende de onde a pessoa mora. Tenho plano de saúde e já marquei consulta em novembro pra ser atendida em fevereiro. Acho q tudo depende...,0,0,Sempre tive ótimas experiências todas as vezes q precisei do SUS. Acho q depende de onde a pessoa mora. Tenho plano de saúde e já marquei consulta em novembro pra ser atendida em fevereiro. Acho q tudo depende...,0.0059643667,0.2419750690460205,0.0038326487,0.00030755997,0.00089719804,0.0059643667,comentarios
comentario_2245543,"Catar latinha e papelão pra ganhar dinheiro que é bom ninguém quer,mais dinheiro  fácil para sustentar os filhos dos outros nas costas do trabalhador CLT e empresários aí fica fácil cobrar.",0,1,"Catar latinha e papelão pra ganhar dinheiro que é bom ninguém quer,mais dinheiro  fácil para sustentar os filhos dos outros nas costas do trabalhador CLT e empresários aí fica fácil cobrar.",0.17285149,0.31073904037475586,0.17285149,0.0065231323,0.017465452,0.1342682,comentarios
comentario_2265724,"Fique a vontade, eu sai da plantação e não retorno nunca mais, nem sobe ameaça do estado ou seja o que for.",0,0,"Fique a vontade, eu sai da plantação e não retorno nunca mais, nem sobe ameaça do estado ou seja o que for.",0.027442247,0.2624835968017578,0.027442247,0.0012683868,0.0021088778,0.012224905,comentarios
comentario_243551,Quem vai sentir vergonha sao os filhos...,0,0,Quem vai sentir vergonha sao os filhos...,0.11398677,0.2740747928619385,0.11398677,0.003528595,0.010211408,0.08410009,comentarios
comentario_1217487,"Hoje, infelizmente, ta cheio de oportunista por ai. Uma mulher de alto valor, com o perfil compativel a esse cara e raridade tambem. Tem mais e que ficar esperto mesmo.",1,1,"Hoje, infelizmente, ta cheio de oportunista por ai. Uma mulher de alto valor, com o perfil compativel a esse cara e raridade tambem. Tem mais e que ficar esperto mesmo.",0.18649188,0.2959160804748535,0.18649188,0.0046920776,0.021786476,0.16788013,comentarios
comentario_1897457,O manginismo é uma doença gravíssima,1,1,O manginismo é uma doença gravíssima,0.40243408,0.30865955352783203,0.4014846,0.02453801,0.39870077,0.40243408,comentarios
comentario_1548866,"Foi o que pensei. Se prestar atenção em mulher de balada, ele sempre vai achar que vai ficar sozinho. Sempre tem mulher pra todo tipo de homem, pra mulher é que não tem. Você se parece comigo, exceto pelo pique de cuidar da casa.",1,1,"Foi o que pensei. Se prestar atenção em mulher de balada, ele sempre vai achar que vai ficar sozinho. Sempre tem mulher pra todo tipo de homem, pra mulher é que não tem. Você se parece comigo, exceto pelo pique de cuidar da casa.",0.112540044,0.2737853527069092,0.112540044,0.0048065186,0.10221587,0.04090862,comentarios
comentario_1849725,"Com Certeza temos PAZ. (O mais importante);Fui casado(fui lesado por 8 anos), a 05 estou solteiro. Simplesmente, quintupliquei meus bens.Simples assim.Apenas essa Vantagens já seria o suficiente!!!AVANTE...",0,0,"Com Certeza temos PAZ. (O mais importante);Fui casado(fui lesado por 8 anos), a 05 estou solteiro. Simplesmente, quintupliquei meus bens.Simples assim.Apenas essa Vantagens já seria o suficiente!!!AVANTE...",0.02449606,0.2967238426208496,0.02449606,0.0010538101,0.0025713511,0.014580919,comentarios
comentario_1930286,"O Chade não foi uma colônia francesa.... hoje, as colônias são os colonizadores. Bastava pedir ajuda a um, mas ficou com medo de passar o telefone? O que era ômega passou a ser alfa.",0,1,"O Chade não foi uma colônia francesa.... hoje, as colônias são os colonizadores. Bastava pedir ajuda a um, mas ficou com medo de passar o telefone? O que era ômega passou a ser alfa.",0.059232414,0.2583611011505127,0.059232414,0.0017166138,0.00984143,0.032138187,comentarios
comentario_983178,"Quer dizer que mulher com filho(s) e solteiras/divorciadas/separadas devem ser descartadas, excluídas de se casarem ou de terem um bom relacionamento somente pelo simples fato de serem mães?! E se vc estivesse incluída nesse rol?!Isso não quer dizer que essas mulheres (ou todas elas) vão querer que um outro assuma o seu(s) filho(s), até porque elas podem ter uma ótima condição financeira e/ou o ex delas pode muito bem ser um bom e responsável pai. E outra coisa: Qual seria o problema se o atual quisesse assumir?! Isso, muitas vezes, parte do próprio homem, que conhece o caráter dessa mulher, muitas vezes sofrida e injustiçada, sua história de vida, e resolve fazer as vezes de pai. Afinal, na prática, a pessoa não ""casa"" somente com o outro e, sim, com a família, ainda mais parentes tão próximos.",0,0,"Quer dizer que mulher com filho(s) e solteiras/divorciadas/separadas devem ser descartadas, excluídas de se casarem ou de terem um bom relacionamento somente pelo simples fato de serem mães?! E se vc estivesse incluída nesse rol?!Isso não quer dizer que essas mulheres (ou todas elas) vão querer que um outro assuma o seu(s) filho(s), até porque elas podem ter uma ótima condição financeira e/ou o ex delas pode muito bem ser um bom e responsável pai. E outra coisa: Qual seria o problema se o atual quisesse assumir?! Isso, muitas vezes, parte do próprio homem, que conhece o caráter dessa mulher, muitas vezes sofrida e injustiçada, sua história de vida, e resolve fazer as vezes de pai. Afinal, na prática, a pessoa não ""casa"" somente com o outro e, sim, com a família, ainda mais parentes tão próximos.",0.13214645,0.27800631523132324,0.13214645,0.0060272217,0.073429056,0.060927123,comentarios
comentario_359056,Muçulmano não acredita que Jesus foi crucificado e que é filho de Deus. Não estão no caminho certo de jeito nenhum,0,1,Muçulmano não acredita que Jesus foi crucificado e que é filho de Deus. Não estão no caminho certo de jeito nenhum,0.38445538,0.28790926933288574,0.3281604,0.023076924,0.38445538,0.18728738,comentarios
comentario_269847,Que dama de mulher empoderada e que ela crá faz errado ninguém vergonha as outras agora se você quer ensinar o que é certo e fazer e honrar as mulheres faz correto faz certo ensina o que é certo seja uma mulher de valor de verdade parabéns ao homem aí falou sério falou correto e foi homem pra assumir Tanto o que desvalorizada a ele como o que valoriza foi correto isso é ser homem isso é valorizar a sua classe,1,1,Que dama de mulher empoderada e que ela crá faz errado ninguém vergonha as outras agora se você quer ensinar o que é certo e fazer e honrar as mulheres faz correto faz certo ensina o que é certo seja uma mulher de valor de verdade parabéns ao homem aí falou sério falou correto e foi homem pra assumir Tanto o que desvalorizada a ele como o que valoriza foi correto isso é ser homem isso é valorizar a sua classe,0.06065326,0.2916533946990967,0.06065326,0.0022792816,0.015254694,0.036104713,comentarios
comentario_467086,Pelo menos ta investindo em ti Em estudo pagando INSS Tem várias aí que não pensam nisso.Seu futuro está garantido bom fazer uma poupança também,0,0,Pelo menos ta investindo em ti Em estudo pagando INSS Tem várias aí que não pensam nisso.Seu futuro está garantido bom fazer uma poupança também,0.017718147,0.3025624752044678,0.017718147,0.00052690506,0.0014336669,0.014428918,comentarios
comentario_1319213,Esses homens não te chamam atenção,0,0,Esses homens não te chamam atenção,0.15932569,0.27651548385620117,0.15932569,0.004863739,0.0543092,0.06442356,comentarios
comentario_1357321,E tem mulher que acha que tá abalando quando anda assim ... sendo que na vdd tá ridícula,1,1,E tem mulher que acha que tá abalando quando anda assim ... sendo que na vdd tá ridícula,0.48627716,0.28925228118896484,0.43475235,0.023076924,0.28034934,0.48627716,comentarios
comentario_2686647,"Top, de pessoas com conhecimento, as críticas são bem vindas, vão me fazer aprimorar, agora de Zé Ruela é fda.",0,1,"Top, de pessoas com conhecimento, as críticas são bem vindas, vão me fazer aprimorar, agora de Zé Ruela é fda.",0.1373533,0.2775075435638428,0.1373533,0.004196167,0.003385304,0.076502606,comentarios
comentario_1367683,"@  verdade essa sua visão é incorreta. Esquerda e progressismo são a mesma coisa. O progressismo acredita que a humanidade deve sempre “progredir” para uma relativização da moral judaico-cristã, para a subversão da ordem e para a quebra de paradigmas tradicionais estabelecidos. É por isso que o esquerdismo é também chamado de revolucionário.",0,0,"@  verdade essa sua visão é incorreta. Esquerda e progressismo são a mesma coisa. O progressismo acredita que a humanidade deve sempre “progredir” para uma relativização da moral judaico-cristã, para a subversão da ordem e para a quebra de paradigmas tradicionais estabelecidos. É por isso que o esquerdismo é também chamado de revolucionário.",0.16098402,0.2895817756652832,0.16098402,0.003643036,0.1232452,0.054376744,comentarios
comentario_2452512,Sinais. Sinais. Os pais já captaram isso.  O jovem Miquéia Crefisa está apaixonado e ignorando os alertas de perigo.,0,0,Sinais. Sinais. Os pais já captaram isso.  O jovem Miquéia Crefisa está apaixonado e ignorando os alertas de perigo.,0.10002319,0.2939181327819824,0.10002319,0.0018596649,0.010433395,0.061626412,comentarios
comentario_309924,Comhecam tantas coisa m saia comprida que o cara levou para o motel e depois casou com a que vestida roupa curta,1,1,Comhecam tantas coisa m saia comprida que o cara levou para o motel e depois casou com a que vestida roupa curta,0.085582085,0.277695894241333,0.085582085,0.0030517578,0.0058086636,0.032248367,comentarios
comentario_1460561,Gosta de beijar vai trabalhar em novela ninguém abraça assim pra dançar como ela estava com ele,0,0,Gosta de beijar vai trabalhar em novela ninguém abraça assim pra dançar como ela estava com ele,0.103060275,0.28066372871398926,0.103060275,0.002861023,0.005105704,0.057890166,comentarios
comentario_2913035,@  Você reivindica o direito de se nivelar a homens devassos? Você sabe do mal que esses seres fazem para as mulheres e para si próprios?,0,1,@  Você reivindica o direito de se nivelar a homens devassos? Você sabe do mal que esses seres fazem para as mulheres e para si próprios?,0.31686464,0.2846348285675049,0.31686464,0.011749268,0.26155844,0.2659317,comentarios
comentario_1922186,Ter mulher e assinar falência e atestado de óbito,1,1,Ter mulher e assinar falência e atestado de óbito,0.10956833,0.2869281768798828,0.10956833,0.00667572,0.038425524,0.03522326,comentarios
comentario_1611100,Nessa parte elas fingem não existe kkkkk,0,0,Nessa parte elas fingem não existe kkkkk,0.05378982,0.26306891441345215,0.05378982,0.0023269653,0.0042917514,0.021675033,comentarios
comentario_322186,Não há como superar o remédio indicado pelo Don para evitar isso: não casar nem se relacionar seriamente nem ter filho. Somente assim o homem se livra dessa armadilha.,1,1,Não há como superar o remédio indicado pelo Don para evitar isso: não casar nem se relacionar seriamente nem ter filho. Somente assim o homem se livra dessa armadilha.,0.11057663,0.2987644672393799,0.11057663,0.0021839142,0.008139528,0.039737478,comentarios
comentario_1733638,Se a mulher não  te ver como um prêmio ela não  se importará  com vc.,1,1,Se a mulher não  te ver como um prêmio ela não  se importará  com vc.,0.10826672,0.2903125286102295,0.10826672,0.0035476685,0.036878675,0.04149419,comentarios
comentario_2499793,"Eu não me arrependo de pagar uma   Só que isso tem que lá de vez em quando, senão você vicia",0,0,"Eu não me arrependo de pagar uma   Só que isso tem que lá de vez em quando, senão você vicia",0.0665887,0.2719237804412842,0.0665887,0.0018024445,0.0022291208,0.032799274,comentarios
comentario_2853930,Sim porém essa estratégia pra feio num funciona não amigo 😂😂😂😂😂😂,0,0,Sim porém essa estratégia pra feio num funciona não amigo 😂😂😂😂😂😂,0.1587729,0.28232312202453613,0.1587729,0.003528595,0.0068446035,0.076819435,comentarios
comentario_1076543,"Na teórica e lindo, na prática e conta bancária, grita feministas uau.",0,0,"Na teórica e lindo, na prática e conta bancária, grita feministas uau.",0.1587729,0.2898242473602295,0.1587729,0.010757446,0.10235514,0.086852804,comentarios
comentario_1915926,"Kkkkkkkkkk Red pil é meu zovu, muito baba ovo desse charlatã 😂",0,1,"Kkkkkkkkkk Red pil é meu zovu, muito baba ovo desse charlatã 😂",0.5130944,0.25594210624694824,0.48021027,0.12019568,0.044870727,0.5130944,comentarios
comentario_2186780,"Já vi esse filme, aconteceu com o Amaral a única diferença é que uma é loira e a outra japonesa 😂 se liga mano fica ativo",0,0,"Já vi esse filme, aconteceu com o Amaral a única diferença é que uma é loira e a outra japonesa 😂 se liga mano fica ativo",0.21241048,0.27763915061950684,0.21241048,0.013349563,0.116281845,0.09416737,comentarios
comentario_1919939,Resumidamente a melhor definição - mas ela é nova e aprende.,0,0,Resumidamente a melhor definição - mas ela é nova e aprende.,0.0047145155,0.2709019184112549,3.4114895e-05,5.2154064e-07,3.3601568e-06,0.0047145155,comentarios
comentario_1121835,Se preparem para financiar mais uma família desestruturada.,0,0,Se preparem para financiar mais uma família desestruturada.,0.09741997,0.3022000789642334,0.09741997,0.0017929077,0.0044582416,0.05203446,comentarios
comentario_1199820,"Queria o marido não, a grana😂😂😂😂!Agora, ""imangina"" que os seres de luz traem a si mesmo, coitado dos emocionados (vão dizer que estou errado pq ele também traiu, porém, ele não era sobrinho dele que tinha recebido tudo do melhor)",0,1,"Queria o marido não, a grana😂😂😂😂!Agora, ""imangina"" que os seres de luz traem a si mesmo, coitado dos emocionados (vão dizer que estou errado pq ele também traiu, porém, ele não era sobrinho dele que tinha recebido tudo do melhor)",0.05378982,0.3052408695220947,0.05378982,0.001707077,0.0041992567,0.027841117,comentarios
comentario_1555333,Eyta falta de caráter coitado desse marido,0,1,Eyta falta de caráter coitado desse marido,0.41530323,0.22957444190979004,0.37576625,0.023076924,0.035074018,0.41530323,comentarios
