id_comentario_anonimizado,comentario,final_misoginia,flag_misoginia,final_toxicidade,flag_toxicidade
comentario_1239180,Vi um comentário dizendo que foi o dono do restaurante aue fez um perfio falso pra fazer ela pagar 😂  (isso é resenha),0,1,0,1
comentario_2936862,"Quase todas as mulheres roubaram suas casas dos ex-cônjuges, que na verdade fizeram todo o trabalho duro. Mais mulheres possuem casas do que homens porque as roubaram no divórcio.As mulheres são assertivas nas empresas, podem ser assertivas também no namoro.",1,1,1,1
comentario_1826521,Quando a minha família me pergunta porque me mantenho afastado de brasileiros no exterior…,0,1,1,1
comentario_1769084,"Sempre deram dor de cabeça.Mas as coisas hoje em dia,tomaram proporções absurdas.",0,1,0,1
comentario_2606702,Boi é bicho valente principalmente se tiver chifres.,0,1,0,0
comentario_940933,"Os pontos que a Rita Von Hunty intrepretada pelo Guilherme Terreri, debateu neste podcast, codizem com o fator inegável de que a masculinidade e feminilidade foram algo construído pelo Homem ao redor do mundo através das muitas eras desde a pré-história SIM isso se aplica como a virilidade foi sendo construída nas diferentes culturas do mundo, não acho que em nenhum momento a Rita quis desconstruir algo que existe praticamente de mãos dadas com a humanidade, porem ela quis, sim, realçar que a diversidade de gênero hoje em dia é algo que tem sim suas demandas e prioridade nos meios sociais a partir do momento em que um homem se entenda como uma mulher ou uma mulher que se entenda como um homem e que isso em si não é uma desconstrução da virilidade ou feminilidade são conceitos que se vinculam a uma porcentagem de pessoas que sempre existiram desde lá de trás, porem não era algo debatido, mas hoje isso é! Para as pessoas entenderem e compreenderem que existe e que precisa ser respeitado, AGORA acho um absurdo que isso seja tratado como uma reprogramação mental, sendo que o objetivo não tem nada a ver com isso, esse termo condiz com a forma de qualquer ser humano reprogramar sua mente baseada nas ideias e pensamentos que os limitam dentro do meio em que vivem na tentativa de moldarem sua realidade e o meio em que vivem, isso não está relacionado a questão de gênero ou virilidade, ou seja, esse termo foi muito mal colocado ai meu amigo! Revise, compreenda e reflita!",0,0,0,1
comentario_167908,"Não é faz a mulher de Empregada e nem serva. É ser sempre irreativo aos problemas da vida, é ser sincero e ter assertividade mesmo contrariando ela, ser escasso, não aceitar todos os pedidos dela, não está presente quando se deve cuidar de si e quando ela não for recíproca as investidas (a atenção romântica dada), não correr atrás !",0,0,0,1
comentario_996533,adquiri  esse ebook .. muito  bom mesmo rsrs vlw fera,0,1,0,1
comentario_2429560,"Futilidade pura,se fossem ,um homem ,já treinam tirado seu canal do ar,mas como são as bonecas infláveis, como disso o amigo ,não dá nada pra elas,fúteis demais",1,1,1,1
comentario_1349436,Boaaaaa... Toma trouxaaaa... 😂😂😂😂,0,1,1,1
comentario_854705,"Cara eu sou mulher, mas eu não gosto de flores não, Eu gosto de plantas medicinais. Eu gostava de comer um cachorro quente, na esquina.",0,1,0,1
comentario_312399,Mentalidade com raiz comunista,0,1,0,1
comentario_1664491,"99,9% são assim ...se por ventura vc for "" bonzinho"" serás esquecido e motivo de chacota....Se for egoísta e der pau e água terás um lugarzinho na mente   Fui❤",1,0,1,1
comentario_3036827,Jesus tá voltando ent vamos buscar mais a ele ele te ama e quer te salvar agora só depende de vc renunciar e se arrepender dos pecados,0,1,0,0
comentario_3003795,@  Concordo 100% com vc. Uma vida sem PREOCUPAÇÃO em levar mulher para passear.,1,1,0,0
comentario_231366,"Isso é q dá tomar conta da vida alheia. Eu nem sei como as pessoas estão vestidas porque foco no meu treino e no meu Personal. Tá com tempo né, moça?",0,1,1,0
comentario_1869116,Isso tbm serve pra homem não tem mais homem só moleque covarde narcisista status vai querer um mal caracter desse pra dizer que tem um lixo do seu lado vai ter que rolar a bunda no asfalto quente,0,1,1,1
comentario_317559,Não basta estar certo. Tem que parecer que está certo.,0,1,0,1
comentario_2819093,"STAKE, A MAIOR CASA DE APOSTAS COM CRIPTO DO MUNDO. GANHE 200% DE BÔNUS NO SEU PRIMEIRO DEPÓSITO E MAIS 2 DÓLARES: https://playstake.casino/drop?code=DropRedpill

▶ TREINAMENTO BITCOIN BLACKPILL
https://go.hotmart.com/E91436514A?dp=1",0,1,0,1
comentario_260126,Infelizmente nossa justiça a maioria e composta por bandidos,0,1,1,1
comentario_562687,"Lerdo,burro,o cara entendeu na primeira indireta😂😂😂",0,1,1,1
comentario_1611505,Amizades e amigas também não tenha ninguém para ter ou ser por mais que é difícil,0,1,0,1
comentario_2142792,👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻 exatamente isso e com as feministas abortistas. O caminho é um só depressao,1,1,1,1
comentario_2433643,"Isso é mentira desse barbudinho, quero perguntar outros senhores aqui nos comentários, quem de vocês já receberam nudes sem pedir de uma aleatória na internet? Isso só acontece com feios tipo o Neymar mas tem grana e fama ou para os Chads. Esse barbudo aí não é nem um nem outro, só mentira pra polemizar ele podcast.",0,1,1,1
comentario_736670,"Amigo, mais da metade da população vive de salário mínimo enquanto o Elon Musk tá viajando de jatinho pra lua cara, cade a igualdade? Cade a dignidade das pessoas trabalhadoras em comparação a esses caras que não fazem nada além de mandar os trabalhadores trabalharem?",0,1,0,0
comentario_1741673,@  caras que não conseguem se comprometer em um relacionamento e depois ficam culpando a sociedade. Assim como as mulheres também fazem. Não é difícil pensar um pouco.,0,0,1,1
comentario_2631207,O que seria um sem o outro para completar um todo,0,1,0,1
comentario_1550797,PERGUNTA 🙋 : EU ENTENDI ERRADO OU ELE DISSE NA CARA QUE ELA NÃO VALIA NADA ?? 😮😊😇🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,1,0,1,0
comentario_1782230,"Eu passei alguns anos sozinho, tive apenas um relacionamento, mas não durou muito. Eu vejo que hoje acabei me tornando um covarde sobre relacionamentos, não busco e não chego em ninguém. Estou ciente disso e está tudo bem. Corro atrás das minhas coisas e hoje minhas prioridades são apenas Minha Estabilidade financeira, Paz, Saúde, Estar bem com minha família e amigos.",0,1,0,1
comentario_2603812,E qual homem rico iria querer andar de mãos dadas com um tracajá bandeira desse aí?,1,0,1,1
comentario_1888408,Vc é  uma das poucas  quê  em casa porque  a maioria das mulheres trabalham  fora também,0,1,0,1
comentario_365328,"Companheiro de verdade sabe e reconhece o valor do outro. Agora, cá pra nós, a mulher fingi muito bem, parece até atriz!",1,0,0,0
comentario_1786972,Muitas pessoas não prosperam por esse motivo mesmo. Outros que não prosperam é por falta de oportunidades!,0,1,0,1
comentario_2251305,"ELA DIZ: os que tem objetivos!, tem qualidades e são UM SHOW ao tratarem essas LINDEZAS ❤🇧🇷",0,0,0,1
comentario_1537677,"@ -u5p Repito, NAAADA foi conquistado, foi tudo CONCEDIDO,mulher nao lutou por NADA,aceitem isso. A promiscuidade entre homem e mulher é TOTALMENTe diferente, nao justifico ou defendo, mas NEM se compara, nao obstante o pegador, o desejado por outras mulheres, o destacado, o influente é muito mais desejado do que o comedido. O homem nao, uma Anita, uma Valesca Popozuda, uma Mc Pipoquinha, ou o que seja, nao agrega NADA para o homem, ele geralmente nao gosta disso.",1,1,1,1
comentario_1309132,"😮misericórdia! Ela! está  ""errada"" Mas não! Concordo  com filmar e o Pior Expor  em rede social . 😢 Provavelmente esse casamento Vai acabar. 😊",0,1,0,0
comentario_220597,Resumindo : Promiscua = Prostituta,1,1,1,0
comentario_823164,Voce ainda è jovem  vai conseguir a subir na vida❤,0,1,0,1
comentario_3022430,É por vídeos como esses que eu me questiono se o capitalismo é mesmo a menos pior das formas de organizar a economia.,0,1,0,1
comentario_3018257,Não é caso de nós inscritos do co9pini e mesmo assim a gente se sente cansado.,0,1,0,1
comentario_1246687,"Rsrs acho que esse aí gosta é de quiabo, sou cristão e de direita e nunca tive problemas de relacionamento.Pelo jeito o menino só não gosta da fruta e a mãe tá passando um pano.",0,1,1,1
comentario_423872,Não só por isso por medo de levar processo de assédio pronto falei,0,1,0,1
comentario_849299,"Evangélicos você quis dizer né ??Crente é todo aquele que crê sendo assim,não precisa ser frequentador de igrejas pra se crer em algo.",0,1,0,1
comentario_555952,Cada dia que passa vc fica mais Bonita eu fico mais apaixonado ainda por vc meu amor eu amo muito vc meu amor eu quero casa com vc meu amor ❤️❤️❤️,0,0,0,1
comentario_1384981,"""Examde de toque com o Wolverine""😂😂😂",0,0,0,1
comentario_1763023,ISSO MESMO NADA DE MORTA DE FOME!,0,1,0,0
comentario_1668771,"Deixa eu falar uma coisa pro dono do canal,olha muita coisa eu concordo com vc,mas de verdade tem vídeo que acusa uma mulher sem nem siquer conhece-la,infelizmente pra vcs nenhuma presta,poxa vamos ter um pouco de prudência e nao acuse sem saber a verdade das pessoas,ja parou pra pensar que essa mulher pode ter tido duvidas em relacao ao cara,o modo em que tratava ela ou etc...e depois sei la ela percebeu que o que ele tinha nao era tao ruim assim a ponto de terminar?AS PESSOAS ERRAM E NEM PORISSO SAIAM POR AI TRANSANDO ,DA UMA RAIVA DISSO,HOJE TA ASSIM LARGOU TRAIU!POXA SOU CASADA A 18 ANOS FIEL E MEU MARIDO ME RESPEITA SOMOS FELIZES E TEMOS 3 FILHOS,SOMOS IGUAL NAMORADOS,MAS MUITAS VEZES NO COMEÇO DE RELACIONAMENTO NAO TEMOS MATURIDADE PRA ENTENDER AS COISAS COMO DEPOIS DE ANOS,ENFIM NAO DESMERECAM E NEM ACUSEM SEM CONHECER!CUIDADO COM ACUSAÇÕES SEM PROVAS!!",0,1,0,1
comentario_1437275,"Pq será que o cara não  quer mais?Será  que ela tem um insta sem ft com o namorado, fts de biquíni, curtidinha de foguinho, será  que o cara pegou algo dela que ela não  sabe, alguma conversa, uma saidinha com as amigas que ele sabe que não  foi com as amigas...Bom não  sei nem quero saber, mas a biscoitagem começa com um decote e shortinho marcando...",1,1,1,1
comentario_2477026,Os boy 5 temporada 😅capitão pátria e luz estrela,0,1,0,1
comentario_297941,Tem pessoas que tem visão...E tem pessoas que não vê um palmo na frente do nariz.....,0,1,0,1
comentario_2126671,"Podem me chamar de estranha , egoísta,  antiquada,  enfim ... Não confio , não abuso e não dou abertura pois se algo acontecer não foi culpa minha e assim sendo  , só  seguir minha vida 😘",0,1,0,1
comentario_2410658,"O ambiente propicia pq a maioria das pessoas só não traem por falta de oportunidade com alguém ""interessante""!",0,1,0,0
comentario_2211942,"Sempre sobra pra alguém, família, ou o Estado que é pago com nossos impostos, ou algum outro homem. Mulher nunca assume filho sozinha. Eu como irmão mais velho e minha mãe separada, sobrou pra mim o encargo de pai e dos irmãos sobre minhas costas.",1,1,1,1
comentario_2364127,"Sinceramente, ele não te deu 😂😂 Presente do inimigo.",0,1,0,1
comentario_1142513,Aposto que o sonho do filho é que os pais voltem a ficar juntos e felizes.,0,1,0,1
comentario_1371566,"Meu genro assumiu meu neto de dois anos, que agora tem 19 e tem um menino de 2 anos com minha filha. São muito felizes. Meu neto ama muito mais do que ama o pai biológico e meu genro o ama mais que muitos pais biológicos. Eu e minha esposa amamos e respeitamos muito nosso genro. Não é filho, e relação, laço e amor que contam",0,1,0,1
comentario_764705,"Eu não tenho e nem nunca terei, Deus me quer sem rabiscos 😊",0,1,0,0
comentario_1187089,Eu diria pra ele anotar a placa!! 😂😂😂,0,1,0,1
comentario_2780568,"@  Miquéias vira e diz, ""AGORA É A MINHA VEZ!!!"" Nem sei se eu rio, vai Q é doença e contagioso pra quem ri...",0,1,1,0
comentario_932369,Estava interessado em outras!!!😂,0,1,0,0
comentario_233659,Não seria melhor ir para o onlyfans ?,0,0,0,0
comentario_403737,"Por aí tá cheio de mulheres como essa, dando esse exemplo pra filha seguir o mesmo comportamento.",1,0,1,0
comentario_2515158,Caramba esse tipo de dica é coisa de canalha mesmo!,0,1,1,1
comentario_1108647,"Parceiro, a hipergamia está tão exacerbada que eu decidi fazer um teste esses dias.Fui numa loja aqui na minha região pra comprar umas meias (600,00 só de meias, porque eu ja compro pra durar 5 anos ou mais). Eu fui relaxadão, de short, chinelo, camiseta e meu cachorrinho, um maltês branco chamado Simba, que encanta a todos que o vêem.Tava esperando a vendedora trazer as meias, daí uma mulher mediana, porem arrumada e até aparentemente gostosa, começou a dengar o cachorro, pediu pra tirar foto, daí começamos a bater um papo. Eu pedi o ZAP, ela me deu. Daí entrou o questionário, onde a navalha corta afiadíssima, pior do que prova do Enem ou concurso público. A única pergunta que eu fiz, porque era o que realmente me interessava foi se ela tinha filhos, e pasmem, por incrível que pareça, se ela não mentiu, achei uma mediana gostosa de mais de 25 anos e sem FILHOS. Ela preencheu o meu requisito.Agora vejam os requisitos dela, que obviamente eu não preenchi e de forma sutil, bem ao estilo entrevistadora de RH, ela me ""desqualificou"".Você mora sozinho? (Sim).Casa própria ou alugada? (Própria).Tem parentea por perto? (Minha mãe e eu moramos no mesmo quintal, embora em casas separadas).Voce tem filhos? (Não).Até aqui estava aprovado, mesmo nao sendo o famoso ""Chad"" e medindo apenas 1,65m.Mas ai vem a pergunta chave, que é a NOTA DE CÔRTE, onde 99% dos homens honestos que falam a verdade, são reprovados:Em que você trabalha? Notem que nao perguntou sequer o quanto eu ganho e sim no que eu trabalho.Quando eu respondi que sou motorista autônomo, trabalho com coletas e entregas, a desilusão e descontentamento no olhar da mulher foi tão grande, que acho que ela ate se arrependeu de ter me passado o zap dela, mesmo vendo que só a minha compra de meias deu 600,00. Incrível! Se eu quisesse ter comido aquela ppk, bastava eu ter mentido que era um mega empresário, mesmo que depois a verdade viesse à tona. Ainda chamei no zap, mas como eu já havia sido reprovado, ela manteve uma conversa vazia que girava apenas em torno do meu cachorro, o que obviamente me gerou desinteresse e decidi não perder meu tempo precioso. Sei que daqui a alguns anos vou receber um “oi sumido”, mas se até lá esse mundo ainda não tiver acabado, pretendo deixar no vácuo.O status pra elas é algo sagrado. O bom é que a gente sabe que o Brasil é um pais onde a população é ""pobre"" e que os poderosos de Instagram são poucos e não vai ter pra todas.Não acredito em inverno pra elas, até porque o quê uma mulher jovem e bonita curte em uma semana, a maioria dos homens medianos não vão curtir durante toda a sua vida. Mas aqui não se trata de karma ou lei do retorno, se trata de matemática e números - não tem rico pra todas, e como a hipergamia não enxerga isso, haverá um exército de velhas, rodadas, encalhadas e solitárias.Creio que o Brasil como nação, não passa de 2030.",1,1,1,1
comentario_174595,"Ela nem vergonha tem. Não vale humilhação por nada, muito menos por dinheiro.",1,1,1,1
comentario_1281284,Só ter Virtudes raras não gera emoção...,0,1,0,1
comentario_522760,Isso merece uma SALVA DE PALMA! DE PE!❤,0,1,0,1
comentario_444940,"  1° Ninguém quer ir visitar uma mulher q conversa do tipo dessa do vídeo ...duvido q  ela tem colegas q se oferecem p ir na casa dela ...talvez é ao contrário e sim é ela q quer ir na casa dos outros ...O q aontece é o seguinte ...Na adolescência.... acabamos d sair da infância ...somos mais inocentes...temos mais tempo ...temos mais necessidade de falar ... de conversar ...confiamos mais ...C o passar do tempo ...vamos vendo q as pessoas são egoístas, algumas  hipócritas ... e isso até entre irmãos ou primos ....as vezes até temos pai , mãe q não são confiáveis ..isso desde o princípio da vida ...Inclusive o certo seria primeiro sermos amigos dos irmãos , primos , tios e depois vim as pessoas da rua ...depois vim os colegas ...mais não é assim não ..e isso é desde o princípio do mundo ... Não teve a história de Abel e Caim ...O q ela falou sobre gastar ... $$ churrasco, banquete p se aparecer .....isso aí depende do q os colegas combinam ...Outra coisa a vida financeira cada um cuida da sua ...cada um cuida das suas finanças ....cada um tem q ter sabedoria e buscar se qualificar profissionalmente... seja virar um bom catador d reciclagem ou fazer um curso superior ou técnico ou um excelente pintor , padeiro , salgadeiro , cabeleireiro, costureiro ...o certo é economizar e viver d acordo com o q ganha ..a vida financeira é cada um por si mesmo ...Quem é comprometido as vezes já não tem muito tempo nem p cônjuge, nem p filhos ...tem q tirar tempo p ligar , visitar mãe , avó ...Casa , lar é sagrado ...ocupações, responsabilidades durante a semana...provavelmente feriado, sábado são p descansar ..Quem tem alguém q confia p desabafar , p comemorar...tem pessoas q uma motivação a outro c as palavras...conheço pessoas q são cristãos... e q tem temor d Deus e amor , respeito e q se preocupam uns c os outros ...quem tem colegas q da p confiar.... são pessoas d sorte ...Dependendo da idade ...a pessoa está *sedentária* .. _desmotivada_ ... *sem* sonhos e por isso fica igual essa mulher do vídeo ...essa mulher do vídeo está gorda ...não malha , não treina ...alimenta mal ...está inflamada de trigo , pão , bolo , macarrão, doces ...farinhas brancas q viram açúcar no organismo ...Esperar o q ???",1,0,1,1
comentario_2841728,"Grande Don Sandro, muito obrigado por este canal, Você está de parabéns pelo conteúdo, Você é um dos poucos produtores de canal, que tem a coragem, audácia  intrepidez, autonomia e moral para falar as verdades que quase ninguém fala.",0,1,0,1
comentario_1133365,Teremos asilos cheios de velhinhas divorciadas num futuro próximo....,1,1,1,0
comentario_845546,Por isso falo: amor é lorota quem manda é a nota,0,0,0,0
comentario_17710,Sai fora dessa mulher rapaz!! Isso é  preguiça pura.,1,0,1,1
comentario_1434679,"""Casem-se senhores, com até 4 esposas, quero que casem"" Sheikh Sandro",1,0,0,0
comentario_1810680,Único lugar que eu vi a mulher perder foi onde eu trabalhava que os caras pegavam as mulheres e a patroa mandava as mulheres embora 😂 por que ela tinha sido traída umas 200x pelo marido aí ela pegou ranço de mulher infiel .... ela é uma mulher Maravilhosa de respeito a patroa de bom coração ❤ não estou pagando pau pra mulheres mais ela ajudou muita gente e não defendia mulheres na empresa ela mandava embora 😂 !,1,1,0,0
comentario_1882696,"O cara tinha cabelo, sombrancelha e as pregas, mas ele vendeu sua dignidade por Views e muito dinheiro!",0,1,1,1
comentario_2748577,a mulher é Sub-Five e ainda tá fazendo exigência! essa daí eu não pego nem de graça!..🤣🤣🤣,1,1,1,1
comentario_2658988,Qual década que estado vai abandonar? Vai ser em pouco tempo? Tomara chega logo o colapso.,0,1,0,1
comentario_464802,Isso sim é esposa ! Uma mulher de cabeça,0,1,0,1
comentario_2038707,"Mano vc precisa de ganhar um prémio papo 10 kkkkkkkkkk vc transcendeu mano parabéns, vc disse tudo.",0,1,0,1
comentario_1855181,"Mano, por experiência própria, salve seus filhos dessa serpente senão ela vai destruir a vida deles. Seu relato é quase igual ao que aconteceu comigo, hoje meus filhos (um menino e uma menina ) já adultos seguirão caminhos que não condizem com seus generos e isso é o que mais me destrói dia após dia. Filhos criados sem a convivência diária do pai, com essa avalanche de ideologias, a tendencia é dar merda",1,1,1,1
comentario_144144,Tradicionalismo= Ginocentrismo,1,0,1,0
comentario_696674,"chama o Rui costa pimenta do pcp, melhor analise geopolitica do mundo",0,1,0,1
comentario_2634342,Se vc fica em casa o dia todo esperando a mulher se prostituir é porque vc é gigolo,1,1,1,1
comentario_30925,"  não. Os outros convidados anteriores. Ele repete mais chavões e propaganda do que outra coisa. Acabei de ver farinazzo com general português, a live acabou de terminar. Compare a qualidade dos comentários. Ou Mansur peixoto, até aquele judeu argentino manja mais que ele",0,1,0,0
comentario_759249,Muito bom! Homem tem que parar de bajular algumas mulheres interesseiras!!,1,1,1,0
comentario_1674620,FILHOS PARA ALIMENTAR A INDÚSTRIA DA PENSÃO ALIMENTÍCIA  E SUSTENTAR O GOVERNO COM IMPOSTOS.,0,1,0,1
comentario_2590279,Este procedimento não chega a custar nem Rs500 em qq estado do Brasil! Pq ele menciona Rs2.500?,0,1,0,1
comentario_1047946,Muitos filhos que merecem creio mais. . .,0,1,0,1
comentario_1170695,"@  Não sei onde você mora, mas aqui no Rio tem gata da Zona Sul, de Ipanema, Leblon, subindo o morro pra dar pros caras, principalmente quando tem baile, muitas são lindas sim, com uma beleza acima da média.",1,1,0,0
comentario_2061603,"Verdade concordo com vc,se fosse filha minha ela nem estaria na Internet fazendo vídeo porq o celular dela eu iria quebrar na cara dela",1,0,1,1
comentario_1424267,"A punhe..., é literalmente um quebra galho, para quem não tem uma ""parceira"" disponível no momento. Resumindo é o famoso quebra galho.",1,1,1,0
comentario_18382,"Mas também muitos homens estão procurando mulheres perfeitas, velhos procurando novinhas,  acho que a culpa é de todos",0,1,0,1
comentario_1708019,"@  O DESENVOLVIMENTO PESSOAL  SEM DÚVIDA É  IMPORTANTISSÍMO.  UMA COISA NÃO NEGA A OUTRA.  É MUITO TRISTE VER UMA PESSOA BEM SUCEDIDA, MAS FRUSTADA  AFETIVAMENTE. TEMOS QUE CRER E LUTAR PELOS VALORES REAIS  DESSA VIDA.  E  NADA  DEVE  NOS FRUSTAR   QUANDO TEMOS A CONSCIÊNCIA  DE QUE FOMOS DIGNOS.  SE ALGÚÉM ERROU CONOSCO, O PREJUIZO É DELE(A)....",0,1,0,1
comentario_2971025,"A maioria das pessoas ostentam na rua,mas quando chega em casa abre a geladeira é só água e gelo.",0,1,0,1
comentario_2846689,"Sou cristão , e tenho 1 filho .Ele está com a mãe  que pegou um miqueinha para ela .Tive o livramento porque ela era o retrato da mulher que o Tomé sempre fala .Não gosto de usar a palavra a livramento . No então se aplica perfeitamente.Senhores  solteiros sem filhos favor não se envolver com mulheres com filhos ouçam o Soldado que  vos fala .Estou esperando meu filho crescer, e que venha morar comigo.Esse tema é importante.",1,1,1,1
comentario_2789678,Mais um escravo que alimenta o Estado ginofacista.,1,1,1,1
comentario_511386,😂😂😂 logo esse gado vai levar um chifre 😂😂,0,0,1,1
comentario_1703566,Rapaziada quando você sair do sua casa para resolver alguma coisa não olhe pra ninguém não dê atenção a ninguém resolvam seu problema e voltem para sua casa,0,1,0,1
comentario_2425357,Isso aí se chama prostituta. A pessoa não faz nada e exige que o homem ganha bem pra sustentala. Deve ser bem pesado carregar essa mala sem alça,1,1,1,1
comentario_2091903,"Essas colheres que gostam do carrocel não tem jeito! Sempre voltam! não prestam pra nada. O cara corre é risco de dst, humilhações e vexames. Esse gado mereceu se lenhar!!!",1,1,1,1
comentario_641555,Só sei q esse cara tá sem moral nenhuma agora,0,1,1,0
comentario_2218448,Uma guerreira dessas não aguentaria 30 segundos na pele de um homem.,1,1,1,1
comentario_2876248,😳😳😳....Cara não dá para acreditar nisso...nada é o suficiente...🤦🤦🤦.... lamentável...,0,1,0,1
comentario_878348,Sempre tive ótimas experiências todas as vezes q precisei do SUS. Acho q depende de onde a pessoa mora. Tenho plano de saúde e já marquei consulta em novembro pra ser atendida em fevereiro. Acho q tudo depende...,0,1,0,1
comentario_2639220,Nem deveria passar pela cabeça de um pobre sequer namorar(que já tem gastos). Pobre deve buscar conhecimento e aperfeiçoamento profissional ao máximo para minimizar as consequências da pobreza na vida dele.,0,1,0,0
comentario_2533335,Entendemos o que ela quis dizer no vídeo 🤷‍♂️😂,0,1,0,1
comentario_914535,Eu nunca mais voltei mais com a minha avó😢❤,0,1,0,1
comentario_2245543,"Catar latinha e papelão pra ganhar dinheiro que é bom ninguém quer,mais dinheiro  fácil para sustentar os filhos dos outros nas costas do trabalhador CLT e empresários aí fica fácil cobrar.",0,0,1,0
comentario_2100582,"Hoje em dia pode fazer o que quiser, eles querem se corromper...",0,1,0,0
comentario_2265724,"Fique a vontade, eu sai da plantação e não retorno nunca mais, nem sobe ameaça do estado ou seja o que for.",0,1,0,1
comentario_1883789,Homem gosta sim de ouvir eu te amo. O segredo é não banalisar o « eu te amo » mas sim provar o que dizemos com o que fazemos. Homens se convencem do que FAZEMOS e não do que dizemos.,0,1,0,1
comentario_663521,Passa toda minha vida eterna com cristo,0,1,0,1
comentario_370618,"desse jeito, esse pai está certo.",0,1,0,1
comentario_2684335,"Nenhum é melhor q o outro, fraco nesse video ai é so questão de percepção",0,1,0,1
comentario_759021,"Muitos homens agem como essa mulher, quando a esposa descobre ele fala tbm que tá arrependido,traição e feio pra ambos,e por isso que eu vivo só, não tenho mais saúde mental,vivi anos com um traidor,até que graças a Deus um dia ele resolveu ir embora,foi uma vez e nunca mais,pq quando aproxima de mim,chamo a brigada e vai pras grades 😢",0,1,0,1
comentario_511754,Sera q pedir pro pai comprar 1 casa ou contruir e colocar a casa no nome do pai ou da mae e eu e a mulher morar la tem chance dela pegar a casa no futuro sendo q esta no nome dos pais?,1,0,0,0
comentario_2616921,"Ufaa pensei que era os dois juntos , por um momento duvidei de sua virtude",0,1,0,0
comentario_243551,Quem vai sentir vergonha sao os filhos...,0,1,0,1
comentario_1418786,"Nenhum chad chega nela,egocêntrica que se acha a mais bonita e acha que todo homem vai querer ela não percebe que talvez ela não seja atraente assim para os caras que ela quer,mais se vitimiza e coloca a culpa nos homens dizendo que não tem mais homens ou que estão afeminados como se ela fosse o centro das atenções e só existisse ela de mulher no mundo,os cara bonitos não estão afeminados, se não estão chegando em vc estão chegando nas outras mais bonitas ou mais novas,abaixe teu ego inflado e aceite a realidade.",1,1,1,1
comentario_2961541,"Mais do que estado de paz, é libertador, isso não tem preço, tem valor...",0,1,0,1
comentario_843715,"Foi o que eu fiz!! Aos 23 anos meu filho seguiu seu rumo!! Hoje, é bem sucedido!! Não me arrependo de ter sido a mãe do não!! Não pode, não vai, não tem!! Valeu a pena!!",0,1,0,1
comentario_2321754,"""Vou dá pra traficante para ganhar lança de graça"" kk, os cara vai raspar a cabeça dela e espancar ela.",1,1,1,1
comentario_1217487,"Hoje, infelizmente, ta cheio de oportunista por ai. Uma mulher de alto valor, com o perfil compativel a esse cara e raridade tambem. Tem mais e que ficar esperto mesmo.",1,1,1,1
comentario_1198239,Realmente.. Ainda tentou.. Chegou pra dizendo que não dá mais... É tchau e benção 😂😂,0,1,0,1
comentario_1861385,"Pois é, não da pra contar com elas pra nada.",1,0,1,0
comentario_2198248,Qualquer idade? Conheço um que mora no orfanato que topa. Tá doido atrás de um compromisso sério com uma mãe. 😅😅😅😅😅,0,0,0,1
comentario_2323895,Coincidência meu casamento acabou por isso. Sou feliz sem beber,0,1,0,1
comentario_3012854,"sabe o que é engraçado? É que eu vejo sinceridade no pensamento de muita deusa rara como essa daí. Elas realmente parece que não fazem a menor ideia do porque do ghosting. Eu achava que era tão óbvio que elas se faziam de desentendidas, mas não, parece que elas realmente ficam pensando que é por algum motivo muitoooo especial quando na verdade é algo tão simples quanto: ""já desbeicei essa, próxima!!!"". Tipo, isso é tão claro como água cristalina pra nós e elas não conseguem nem imaginar, eu te juro que eu achava que no fundo elas sabiam. Talvez saibam né, no fundo talvez saibam, mas ficam usando essas coisas pra tentar amenizar a consciência de si mesmas e umas das outras",1,1,1,1
comentario_2406122,Oxi . Depende da carênciae desespero da mulher 😂😂😂😂😂😂😂,1,0,1,0
comentario_1061734,"A mulher fica mal-acostumadaem ter tudo no seu controlecom as mãos na rédea o tempo todo.Só que ela não sabe que éuma ditadura de curta duração no máximo 12 anos (18 a 30). Após esse prazo, ela percebe que já não está mais no topo da lista pois vê ao seu lado recém-chegadas novinhas. Só então, reconhecem quedeveriam ter sido sabias a tempo no valor do relacionamentoantes de agora apenas lhes restar ir pra vitrine da liquidação.",1,1,1,1
comentario_552032,Tem mais! Ser processado pelo o que disse ou fez sem forçar nada ou ser mal interpretado! Cuide-se! Porque a mulherada tá querendo e fuder os homens!,1,1,1,1
comentario_205579,"Eu assisti, se o mundo fosse como esses homens fala seria bem melhor❤",0,1,0,1
comentario_1897457,O manginismo é uma doença gravíssima,1,1,1,1
comentario_949224,"Ele é simplesmente abençoado, ganhou a fortuna e se livrou do atraso quase ao mesmo tempo.",0,1,0,1
comentario_19394,"Nem precisa chegar na idade, ela é feia, por isso caras feios chegam nela. Ela sabe disso, é só ela se olhar no espelho.",1,1,1,1
comentario_1795097,"Mas tem muitos que assediam via internet também São inconvenientes, mandam foto do penis sem ninguém pedir, stalkeiam, só mudou a forma de abordar",0,1,0,0
