id_video_anonimizado,text,final_misoginia,final_toxicidade
video_1306,"FEZES DO BRASIL - part. VINHETEIRO, BIANQUINHA E MARCELO BRIGADEIRO FEZES DO BRASIL - part. VINHETEIRO, BIANQUINHA E MARCELO BRIGADEIRO.▶KOTAI PROJECT ▶ DINOXX EDUCAÇÃO REAL 👮🏻‍♂️ INSTITUTO ÓLIVER CARREIRAS POLICIAIS 👮🏻‍♂️👨🏻‍💻 Site Oficial 👉🏻 👩🏻‍🎓 Curso EJA em 3 meses 👉🏻 👨🏻‍🏫 Curso Superior Sequencial em 3 meses 👉🏻 📞 34-993004408📶 ▶ Junior Masters veste Insider 👕 Cupom: REDCAST15Link: FTW SUPLEMENTOSUSE O CUMPOM ""REDFTW"" E GANHE 10% DE DESCONTO INSTAGRAM DO HOST• Junior Masters: ▶ INSTAGRAM DO REDCAST• ▶ Junior Masters veste Insider 👕 Cupom: REDCAST15Link: INSTAGRAM DO HOST• Junior Masters: ▶ INSTAGRAM DO REDCAST• .AS OPINIÕES, CONSIDERAÇÕES E COMENTÁRIOS EMITIDOS PELOS CONVIDADOS DO PROGRAMA, SERÃO ÚNICA E EXCLUSIVAMENTE RESPONSABILIDADE DE QUEM OS EMITIR.O REDCAST NÃO SE RESPONSABILIZA PELAS MESMAS.=====================================================Spotify: Music: Music: Podcasts:",0,0
video_13125,5 coisas que minha mãe me proibia nos meus namoros 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 |,0,0
video_13137,TODA MULHER FICA ASSIM QUANDO TRAI O MARIDO! #memes #humor #comedia vídeo do canal Não se esqueça além disso .TODA MULHER FICA ASSIM QUANDO TRAI O MARIDO!,1,1
video_13148,"ELAS QUEREM CASAR! Olá! video do canal, hoje vamos falar, sobre ELAS QUEREM CASAR não se esqueça de se além disso para não perder nenhum video. vamos começar;",0,0
video_13231,"COMO DESTRAVAR A SUA VIDA AFETIVA COM INTELIGÊNCIA EMOCIONAL #ComoDestravarSuaVidaAfetiva ✅Quer DESTRAVAR a sua vida afetiva definitivamente?👇LINK: DA MULHER AUTOCONFIANTE GUIA PRÁTICO PARA AUMENTAR O AMOR-PRÓPRIO E MELHORAR A AUTOESTIMA Mulher Autoconfiante-Receba dicas no Telegram COMO DESTRAVAR A SUA VIDA AFETIVA COM INTELIGÊNCIA EMOCIONALNeste vídeo vamos falar sobre como destravar a sua vida afetiva utilizando a inteligência emocional para superar qualquer trava emocional que esteja te impedindo de viver um relacionamento saudável. Se você sente que tem algum bloqueio emocional amoroso, aqui você vai aprender a desbloquear sua mente e suas emoções para finalmente viver um relacionamento amoroso leve e verdadeiro.Descubra como identificar e eliminar os padrões que sabotam sua felicidade, conquistar um relacionamento equilibrado e entender como conquistar um homem sem medo e insegurança.📌 Descubra como destravar sua vida afetiva! Acesse o programa Destrava-se para o Amor e faça um teste exclusivo para identificar o que está bloqueando você. Clique no link no primeiro comentário fixado ou na descrição e comece hoje mesmo sua transformação.🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🔴Compartilhe esse vídeo : ➤ COMO DESTRAVAR A SUA VIDA AFETIVA COM INTELIGÊNCIA EMOCIONAL que também podem te ajudar🚨➤COMO DEIXAR UM HOMEM OBCECADO POR VOCÊ EM 6 PASSOS. AULA 1 CONQUISTAR UM HOMEM COM 4 ATITUDES? FAÇA ELE TE DESEJAR SE TORNAR EXTREMAMENTE ATRAENTE SEM ESFORÇO DE MULHERES SOLTEIRAS QUE OS HOMENS NÃO GOSTAM -MULHERES DESINTERESSANTES APRENDER A SER AMADA E VALORIZADA POR UM HOMEM RAPIDAMENTE FAZER UM HOMEM FICAR INTERESSADO POR VOCÊ RAPIDAMENTE- DEIXE ELE APAIXONADO CHAMAR A ATENÇÃO DE UM HOMEM? FAÇA DIFERENTE amoroso #conquista #ComoDestravarSuaVidaAfetiva #DesbloquearVidaAfetiva Amoroso #DesbloqueioAfetivo Saudável #Autossabotagem #ComoDestravarSuaVidaAfetiva #InteligenciaEmocional Amoroso #TravaEmocional #DesbloqueioEmocional Saudável 🔻Me Encontre nas Redes Sociais🔻📸Instagram➤ 🎬YouTube➤ 📸Linkedin➤ /n8XhvCfK",0,0
video_1325,"“Como uma boa feminista, eu não poderia deixar de citar…”",0,0
video_13289,"Quem quer vai atrás, faz acontecer. Você acredita que vale para mulheres também? 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 |",0,0
video_13294,Você tem acesso ao celular da sua parceira ou parceiro? 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 |,0,0
video_13296,MULHER QUE NÃO GOSTA FAZ ISSO napraia ed devalorbrasil safado mentor macho,0,0
video_13449,MULHER FALA QUE NÃO É POR CAUSA DOO DINHEIRO QUE ELAS GOSTAM DOS HOMENS MAIS VELHOS #memes #humor vídeo do canal Não se esqueça além disso .MULHER FALA QUE NÃO É POR CAUSA DOO DINHEIRO QUE ELAS GOSTAM DOS HOMENS MAIS VELHOS,0,0
video_1348,"Hoje ela quer ser a mulher que fica em casa cuidando do marido. Mas agora é tarde. 🍷🗿 1- clicando no site abaixo.👉🏻 📕2- Domine as lições do nosso livro. 🍷3- Faça parte do nosso . 🗿Te espero lá. 🫡AntiOtário, livro de desenvolvimento pessoal mais vendido do país.",1,1
video_13485,MULHER DIZ QUE NÃO ACEITA QUE ELAS CORRAM ATRÁS DE HOMEM! #memes #humor vídeo do canal Não se esqueça além disso .MULHER DIZ QUE NÃO ACEITA QUE ELAS CORRAM ATRÁS DE HOMEM!,0,0
video_1350,"Coisas inúteis que ela sabe fazer. 🍷🗿 1- clicando no site abaixo.👉🏻 📕2- Domine as lições do nosso livro. 🍷3- Faça parte do nosso . 🗿Te espero lá. 🫡AntiOtário, livro de desenvolvimento pessoal mais vendido do país.",0,0
video_13519,"Mulher Se Aproveitando do Homem: Quando o Relacionamento É Só Por Interesse? ""Embora existam mulheres que se envolvem com homens por interesse pessoal, é importante lembrar que cada relacionamento é único. O respeito mútuo, a comunicação aberta e a transparência são essenciais para garantir que ambos os parceiros se sintam valorizados e não explorados. #FabrícioAcunha #Interesse #RespeitoMútuo""",0,0
video_13522,EXPONDO A HIPOCRISIA DA MACH0SF3RA PT2!! 🎙️ Novo na transmissão ou querendo melhorar? Confira o StreamYard e ganhe $10 de desconto! 😍,0,0
video_13528,Terminei meu namoro pq ela ficava curtindo FTs de homens de sunga,0,0
video_13596,"Olhar para outra mulher pode afetar seu relacionamento? ""Será que olhar para outra mulher pode colocar seu relacionamento em risco? Muitos maridos reparam quando isso acontece, mas o que isso realmente significa para a dinâmica do casal? Neste vídeo, discutimos como lidar com o ciúme e as inseguranças no casamento. #Ciúmes #ComportamentoMasculino #FabrícioAcunha""",0,0
video_13615,A VERDADEIRA VIBE DE UM HOMEM COM H MAIÚSCULO! 🔥 :,0,0
video_13668,Sabe qual é o maior erro das mulheres? 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 |,0,0
video_13684,"A cama do casal só cabe o casal 1- 📕2- Domine as lições do nosso livro 3- Faça parte do nosso ., livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0
video_13695,NÃO DEIXE SEU MARIDO NA SECA napraia ed devalorbrasil safado mentor macho,0,0
video_13924,Esse mundo ta perdido,0,0
video_14058,HOMENS NUNCA PERDOEM UM MULHER TRAÍDORA! #memes #humor vídeo do canal Não se esqueça além disso .HOMENS NUNCA PERDOEM UM MULHER TRAÍDORA!,1,1
video_14060,"O Que As Mulheres Querem Saber Sobre os Homens na Intimidade? ""As mulheres podem sentir curiosidade sobre a intimidade masculina, buscando entender mais sobre desejos, reações e o comportamento do parceiro. Essa curiosidade é natural e reflete o desejo de melhorar a conexão emocional e sexual. A chave para uma relação íntima saudável é a comunicação aberta e o respeito mútuo. #Intimidade #FabrícioAcunha #CuriosidadeFeminina""",0,0
video_14063,"ESSA É A DIFERENÇA ENTRE AMOR E PAIXÃO Relacionamentos vs Redes Sociais: O Que Está Dando Errado? | Mari Vabo no Aqui com AmauryEpisódio completo: Amaury Nunes Convidados: Mariana Vabo - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 👑 Deixe o seu like e comentário, não se esqueça de inscrever-se no canal!📕 Aprenda como conquistar qualquer mulher. Acesse o link abaixo: - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram: Tik Tok: - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - dealtovalor #psicologiacomportamental #psicologaderelacionamento #inteligenciaemocional #linguagemcorporal",0,0
video_14075,O homem que segue várias mulheres 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 |,0,0
video_14078,MIQUEINHA VEJA OS SINAIS QUE AS MULHERES MOSTRAM! #memes #humor vídeo do canal Não se esqueça além disso .MIQUEINHA VEJA OS SINAIS QUE AS MULHERES MOSTRAM!,1,1
video_14154,AMANTE DEPOIMENTO DELA napraia ed devalorbrasil safado mentor macho,0,0
video_14267,"Mulher Não Valoriza o Homem Trabalhador: O Impacto no Relacionamento É comum que, em alguns relacionamentos, mulheres não valorizem os esforços de homens trabalhadores, buscando algo mais que não está necessariamente relacionado ao compromisso ou ao trabalho árduo. No entanto, esse comportamento pode levar a desentendimentos e frustrações, pois o respeito mútuo e a valorização do esforço do parceiro são fundamentais para a saúde de qualquer relação. O reconhecimento e a apreciação pelo que o outro faz são essenciais para um relacionamento sólido. #FabrícioAcunha #ValorNoRelacionamento #Esforço""",1,1
video_14308,"MULHER JOGA NA CARA QUE QUERIA ESTAR COM OUTRO sEntre para o Super Aulão de VSM e mude sua vida de uma vez por todas: Neste vídeo, Gabriel Amorim dá as melhores dicas para você esquecer sua ex-namorada e virar a página de uma vez por todas.",0,0
video_14349,MULHER DIZ QUE COMPROU O SEU MARIDO! #humor #memes #comedia vídeo do canal Não se esqueça além disso .MULHER DIZ QUE COMPROU O SEU MARIDO!,0,0
video_1435,"COMO DESFODER SUA VIDA [passo a passo] ► Alphalife+: Lover Academy: Close Friends: o guia definitivo para desfoder sua vida e alcançar a maestria pessoal! 💪 Neste vídeo transformador, vamos explorar passo a passo como você pode revolucionar todas as áreas da sua vida, do pessoal ao profissional. Aprenda estratégias comprovadas para superar desafios, conquistar metas e viver uma vida verdadeiramente plena. Não perca mais tempo preso na mesmice - é hora de assumir o controle e criar a vida dos seus sonhos!► Instagram: Contato Suporte para alunos: alphalifesuporte .comEmail comercial: alphalifecopini .com #DesenvolvimentoPessoal #Transformação #MastriaPessoal #MudançaDeVida""",0,0
video_14365,"AS FEMINISTAS QUERIAM TANDO DIREITOS IGUAIS, MAS AGORA NÃO QUEREM RESPONSABILIDADE! #memes #humor Olá! video do canal, hoje vamos falar, sobre o porquê que o homem deve malhar e treinar. não se esqueça de se além disso para não perder nenhum video. vamos começar;AS FEMINISTAS QUERIAM TANDO DIREITOS IGUAIS, MAS AGORA NÃO QUEREM RESPONSABILIDADE!",1,1
video_14371,Eu estou vencendo a ansiedade e a depressão através da atividade física. 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 |,0,0
video_1439,Fiz de tudo pela minha filha e ela arrumou um namorado que não é do meu agrado. 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 |,0,0
video_14396,CORPO BONITO NÃO GARANTE VALOR napraia ed devalorbrasil safado mentor macho,0,0
video_14436,O maior inimigo de uma mulher é outra mulher 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 |,1,1
video_14491,"QUAL É O SEGREDO PARA ATRAIR UM HOMEM QUE TE VALORIZE DE VERDADE ✅QUAL É O SEGREDO PARA ATRAIR UM HOMEM QUE TE VALORIZE DE VERDADENeste vídeo eu vou te explicar qual é o segredo para trair um homem que te valorize de verdade.Se você é uma mulher solteira e está buscando um relacionamento de valor, uma relação afetiva saudável e duradoura este vídeo é para você.Neste vídeo eu vou te ajudar a entender como conquistar um homem de valor através de comportamentos de uma mulher de valor.Se você busca ser amada, valorizada e finalmente descobrir o segredo para atrair um homem de valor que te repise e te valorize, aqui está o segredo.🔴GUIA DA MULHER AUTOCONFIANTE🔴 Mulher Autoconfiante-Receba dicas no Telegram GUIA PRÁTICO PARA AUMENTAR O AMOR-PRÓPRIO E MELHORAR A AUTOESTIMA esse vídeo : ➤QUAL É O SEGREDO PARA ATRAIR UM HOMEM QUE TE VALORIZE DE VERDADE que também podem te ajudar🚨➤COMO DEIXAR UM HOMEM OBCECADO POR VOCÊ EM 6 PASSOS. AULA 1 CONQUISTAR UM HOMEM COM 4 ATITUDES? FAÇA ELE TE DESEJAR SE TORNAR EXTREMAMENTE ATRAENTE SEM ESFORÇO DE MULHERES SOLTEIRAS QUE OS HOMENS NÃO GOSTAM -MULHERES DESINTERESSANTES APRENDER A SER AMADA E VALORIZADA POR UM HOMEM RAPIDAMENTE FAZER UM HOMEM FICAR INTERESSADO POR VOCÊ RAPIDAMENTE- DEIXE ELE APAIXONADO CHAMAR A ATENÇÃO DE UM HOMEM? FAÇA DIFERENTE amoroso #conquista #valor #valorizada #gostar #amar 🔻Me Encontre nas Redes Sociais🔻📸Instagram➤ 🎬YouTube➤ 📸Linkedin➤ /n8XhvCfK",1,0
video_14529,"O QUE ESTÁ ACONTECENDO COM OS HOMENS! ELA DISSE QUE A CULPA É DE ALGUMAS MULHERESKKK Olá! video do canal, hoje vamos falar, sobre O QUE ESTÁ ACONTECENDO COM OS HOMENS! ELA DISSE QUE A CULPA É DE ALGUMAS MULHERESKKK não se esqueça de se além disso para não perder nenhum video. vamos começar;",0,0
video_14609,#motivação Homem elas queriam ter dado mais,1,1
video_14653,"Mulher de Valor: Como Suas Ações Definem Seu Valor Uma mulher de valor demonstra seu respeito, dignidade e caráter não apenas pelas palavras, mas pelo comportamento diário. Ela age com empatia, maturidade e respeito, tanto em seus relacionamentos quanto em sua vida pessoal. O comportamento de uma mulher de valor é a base que cria relacionamentos sólidos e saudáveis, atraindo respeito e confiança de todos ao seu redor. #FabrícioAcunha #ComportamentoDeValor #Respeito""",1,0
video_1466,Por que o teste dela não funcionou? 🤔 :,0,0
video_14673,"Mulheres sabem como enganar os homens… e muitos nem percebem! ""Muitos homens entram em relacionamentos sem perceber os truques e manipulações que algumas mulheres usam para conseguir o que querem. Elas sabem como agir para manter o controle e fazer você acreditar que está no comando. No vídeo de hoje, vamos revelar as estratégias femininas e como os homens podem se proteger emocionalmente e financeiramente. Você já passou por algo assim? Comente abaixo! #ManipulaçãoFeminina #FabrícioAcunha #AlertaHomens""",1,1
video_14733,Homem de valor deixe seu recado para ela devalor moderno Homem de valor deixe seu recado para ela devalor moderno #JeitoNu,0,0
video_14739,"Ex se dizia crente e terminou comigo para assumir outro 1 semana depois sEntre para o Super Aulão de VSM: Neste vídeo, Gabriel Amorim dá as melhores dicas para você esquecer sua ex-namorada e virar a página de uma vez por todas.",0,1
video_14856,"SE A MULHER TE PEDIR ISSO E VOCÊ ACEITAR.. SEU VALOR COMO HOMEM VAI LÁ PRA BAIXO | MARI VABO QUAL O SEGREDO DAS MULHERES? [MARI VABO] - #44 PraticastEpisódio completo: Bora pra Prática Convidados (as): Mariana Vabo - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 👑 Deixe o seu like e comentário, não se esqueça de inscrever-se no canal!📕 Aprenda como conquistar qualquer mulher com o Método Alpha. Acesse o link abaixo: - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram: Tik Tok: - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - dealtovalor #psicologiacomportamental #psicologaderelacionamento #inteligenciaemocional #linguagemcorporal",1,1
video_14858,MULHER FALA O MOTIVO DE ESTAR FALTANDO HOMEM CONFIA MIQUEINHA! #memes vídeo do canal MULHER FALA O MOTIVO DE ESTAR FALTANDO HOMEM CONFIA MIQUEINHA!Não se esqueça além disso . vamos começar,0,0
video_14947,"POR QUE A MULHER NAO RESPONDE AS SUAS MENSAGENS s Neste vídeo, Gabriel Amorim dá as melhores dicas para você lidar com os problemas do seu relacionamento e da sua vida.",0,0
video_15001,"É POR ISSO QUE O HOMEM TRAI | MARI VABO Corte do Episódio: HACKEANDO A MENTE DAS MULHERES (com Mari Vabo) | BUTECO PODCAST #109Canal: BUTECO PODCAST👑 Deixe o seu like e se possível comente!- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 👑 Descubra o poder do Método Alpha: método definitivo para transformar sua vida amorosa. "" ⚜️ Aprenda os segredos da conquista, desenvolva sua confiança e se torne o homem que as mulheres desejam. ✅️ Com dicas práticas e estratégias comprovadas, e um passo a passo para se tornar o verdadeiro protagonista de sua jornada amorosa. 🔥 Liberte o seu potencial e conquiste o coração das mulheres com o Método Alpha. Chegou a hora de se destacar!"" Instagram: Tik Tok: dealtovalor",1,0
video_15052,"Homem não é caixa eletrônico moderno devalor Homem se emocionou ao saber que filhos estavam sem comida Nunca mais seja enganado, saiba todos os truques usados por elas neste link 👉 👈 moderno devalor",0,0
video_15066,"5 coisas que os homens secretamente gostariam que as mulheres soubessem 🔴 **5 COISAS QUE OS HOMENS SECRETAMENTE GOSTARIAM QUE AS MULHERES SOUBESSEM!** Você já se perguntou o que os homens realmente pensam? Será que eles são tão simples assim ou escondem segredos que nunca revelam? No vídeo de hoje, vou te contar **5 verdades ocultas** que todo homem gostaria que você soubesse – e a última é a mais importante e poderosa de todas! 🔥 **Assista até o final e descubra:** ✔️ Por que os homens não entendem indiretas ✔️ O medo secreto que eles nunca confessam ✔️ O que realmente faz um homem se apaixonar ✔️ Como evitar os erros que afastam os homens ✔️ O que os homens mais desejam em um relacionamento 💡 **Se você quer entender melhor os homens e melhorar seus relacionamentos, não perca esse vídeo!** 📌 **Inscreva-se no canal ** e ative as notificações para mais conteúdos como este! 📩 **Compartilhe com suas amigas**, porque elas também precisam saber dessas verdades! s Feminina #EntendaOsHomens #PsicologiaMasculina #ComoConquistar Saudável ---### **PARTE 2 - Referências, obras e autores citados** 1. **John Gray** – *Homens São de Marte, Mulheres São de Vênus* 2. **Jordan Peterson** – *12 Regras para a Vida* 3. **James Bauer** – *His Secret Obsession* 4. **Mark Manson** – *A Sutil Arte de Ligar o F*da-se* 5. **David Deida** – ** 6. **Napoleon Hill** – *Mais Esperto Que o Diabo* 7. **Robert Glover** – ** 8. **Rollo Tomassi** – *O Manual do Homem Racional* e *The Rational Male* 9. **Gary Chapman** – *As 5 Linguagens do Amor* ---### **PARTE 3 - Palavras-chave (500 caracteres)** relacionamento, como entender os homens, , segredos dos homens, o que os homens gostam, como conquistar um homem, psicologia masculina, dicas de relacionamento, o que afasta os homens, como ser uma mulher desejada, como fazer um homem se apaixonar, relacionamento saudável, homens e mulheres, erros femininos, namoro, casamento, sedução feminina, por que os homens se afastam, como atrair um homem, como ser admirada, conquistar um homem, dicas amorosas, comportamento masculinoGRUPO TELEGRAM👇 Da Criação Do VideoRoteiro; Feito com Chat gpt Geradas com piclumen Capa do video feito com o canva da capa, fonte seaart completa do video, efeitos e animações do Video Marcus",0,0
video_15089,PASTOR REVELA QUE MIQUEINHA TEM QUE ASSUMIR O ENZO DA MSOL! #humor #memes vídeo do canal Não se esqueça além disso .PASTOR REVELA QUE MIQUEINHA TEM QUE ASSUMIR O ENZO DA MSOL!,1,1
video_15160,Pelo menos ela falou a verdade cuidado homem moderno devalor Essa pelo menos falou antes cuidado homem moderno devalor,0,0
video_15188,"NÃO É FÁCIL SER PADRASTRO DO ENZO! CONFIA MIQUEINHA! #memes #humor #comedia #redpil brasil Olá! video do canal, hoje vamos falar, sobre o porquê que o homem deve malhar e treinar. não se esqueça de se além disso para não perder nenhum video. vamos começar;NÃO É FÁCIL SER PADRASTRO DO ENZO! CONFIA MIQUEINHA!",0,0
video_15223,"MULHER DIZ QUE DAQUI A UM TEMPO 90% DOS HOMENS SERÁ SOLTEIRO! Olá! video do canal, hoje vamos falar, sobre MULHER DIZ QUE DAQUI A UM TEMPO 90% DOS HOMENS SERÁ SOLTEIRO! . não se esqueça de se além disso para não perder nenhum video. vamos começar;",0,0
video_15226,"NAMORADA ESCONDENDO RELACIONAMENTO DO EX sEntre para o Super Aulão de VSM: Neste vídeo, Gabriel Amorim dá as melhores dicas para você esquecer sua ex-namorada e virar a página de uma vez por todas.",0,0
video_15229,Falsa acusação de uma mãe para afastar o filho do pai 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 |,0,0
video_15241,ATENÇÃO HOMENS REDPILL FIQUEM SOLTEIROS E FELIZES PARA SEMPRE! #memes #humor vídeo do canal Não se esqueça além disso .ATENÇÃO HOMENS REDPILL FIQUEM SOLTEIROS E FELIZES PARA SEMPRE! #memes #humor,0,1
video_15271,"7 SINAIS DE INTERESSE PARA HOMENS EXPERIENTES CURSO HOMEM BOM DE CAMA:Aprenda como deixar uma Mulher louca na cama (Aulas Explícitas e com modelos reais)👇👇🔞🔞😈😈 SERVIÇOS E CURSOS: Acesse o link abaixo 👇👇👇 CURSO DE SEDUÇÃO [APRENDA A ARTE DA SEDUÇÃO] Acesse o link abaixo 👇👇👇 A SUA EX DE VOLTAAcesse o link abaixo 👇👇👇 já se perguntou se aquela pessoa especial realmente gosta de você? Neste vídeo, revelo sinais sutis mas claros que mostram se ela está interessada. Vamos explorar como gestos, olhares, sorrisos e até mudanças no tom de voz podem indicar um interesse romântico genuíno. Aprenda a identificar esses sinais e tome decisões mais informadas sobre seus relacionamentos. Não perca essas dicas essenciais que vão mudar sua forma de enxergar as interações com aquela pessoa especial. Descubra como decifrar esses sinais e aumente sua confiança nos relacionamentos.00:00 - INTRODUÇÃO1:44 - DIFICULDADE EM IDENTIFICAR OS SINAIS DE INTERESSE02:34 - DESENVOLVER ESSA HABILIDADE03:10 - SINAL DE INTERESSE OCULTO 103:58 - SINAL DE INTERESSE OCULTO 204:36 - SINAL DE INTERESSE OCULTO 305:33 - SINAL DE INTERESSE OCULTO 406:06 - TESTE DA MOVIMENTAÇÃO07:27 - SINAL DE INTERESSE OCULTO 508:46 - SINAL DE INTERESSE OCULTO 609:34 - APRENDA A SEDUZIR AS MULHERES10:00 - SINAL DE INTERESSE OCULTO 711:25 - INDICAÇÃO DE VÍDEO",0,0
video_15323,"MIQUEINHA COMPROU CAMA NOVA PARA A ESPOSA FAZER JOB! #memes #humor Olá! video do canal, hoje vamos falar, sobreMIQUEINHA COMPROU CAMA NOVA PARA A ESPOSA FAZER JOB! não se esqueça de se além disso para não perder nenhum video. vamos começar;",1,1
video_15328,"FALE UM MENTIRA QUE TODA MSOL CONTA! #memes #humor #comedia #redpil brasil Olá! video do canal, hoje vamos falar, sobre o porquê que o homem deve malhar e treinar. não se esqueça de se além disso para não perder nenhum video. vamos começar;FALE UM MENTIRA QUE TODA MSOL CONTA!",1,1
video_15418,Homem tentando conhecer uma mulher hoje em dia. HAHAHA | Qual a sua opinião? brasil🔥 🔥📕 ✅ ✅ ✅ Adquira o seu agora! ⤵➡️| .,0,0
video_15437,"TENHA INTENSIDADE NOS RELACIONAMENTOS dealtovalor #comportamentomasculino método definitivo para transformar sua vida amorosa."" Acesse o link abaixo: - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram: Tik Tok: - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - dealtovalor",0,0
video_15462,MULHERES ACIMA DE 30 ANOS É SÓ AMIGA! #humor #memes #comedia vídeo do canal Não se esqueça além disso .MULHERES ACIMA DE 30 ANOS É SÓ AMIGA!,1,1
video_15482,Faça isso e veja o que acontece! | Thiago Schutz #reflexão #pai #filho,0,0
video_15592,ELAS ESTÃO DESESPERADAS PARA CASAR! #humor vídeo do canal Não se esqueça além disso .ELAS ESTÃO DESESPERADAS PARA CASAR!,1,1
video_15674,"Depois de rodar e rodar a mente bagunça e o culpado será quem é o atual, cuidado homem Muitas ficarão assim depois de rodar e rodar e jogarão a culpa no parceiro atual cuidado Homem Nunca mais seja enganado, saiba todos os truques usados por elas neste link 👉 👈 moderno devalor",1,1
video_15701,Tudo tem o seu tempo determinado 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 |,0,0
video_1571,Vídeo obrigatório pra quem namora 🔐 - Entrada no Esse é apenas o começo! 🗿👇🔗 |,0,0
video_15725,RED FLAGS! #memes #humor #comedia vídeo do canal Não se esqueça além disso .RED FLAGS!,0,0
video_15762,"Erros de linguagem corporal que as mulheres cometem e que afastam os homens GRUPO TELEGRAM👇 Da Criação Do VideoRoteiro; Feito com Chat gpt Geradas com piclumen Capa do video feito com o canva da capa, fonte seaart completa do video, efeitos e animações do Video Marcus de linguagem corporal que as mulheres cometem e que afastam os homens🚨 **Por que os homens se afastam de repente?** Descubra os erros de linguagem corporal que podem estar sabotando suas conexões amorosas! 😱 Neste vídeo, revelamos os sinais sutis que afastam homens emocionalmente maduros e o erro mais grave que destrói a atração. Aprenda como sua postura, gestos e expressões podem transformar sua energia feminina em algo magnético! 💃 Inscreva-se no canal , curta e compartilhe com uma amiga que precisa disso! Deixe seu comentário: você já sentiu ele se afastar sem explicação? 🗣️🔥 **O que você vai aprender:**- Os 4 erros comuns de linguagem corporal que afastam homens- Como a energia feminina autêntica atrai homens de alto valor- O erro devastador que muitas mulheres confundem com charme- Dicas práticas para alinhar seu corpo com sua essência🌟 **Torne-se uma mulher magnética!** Assista até o final para descobrir como reaprender a se comunicar com seu corpo e mudar seu destino amoroso. Clique nos vídeos recomendados para aprender os 7 comportamentos que tornam uma mulher inesquecível!#linguagemcorporal s #energiainterior feminina #atração### PARTE 02: Referências, obras e nomes de autores citados no roteiroAs referências, obras e nomes de autores mencionados no documento são:1. **Dr. David Givens** - Obra: *Love Signals* - Contexto: Especialista em linguagem corporal, explica como homens captam microexpressões e posturas com sensibilidade instintiva.2. **Robert Greene** - Obra: *A Arte da Sedução* (capítulo 10, páginas 135 a 140) - Contexto: Discute a importância de abertura, receptividade e mistério na sedução, destacando como posturas rígidas podem transmitir bloqueio.3. **Joe Navarro** - Obra: *What Every BODY is Saying* (capítulo 5, página 89) - Contexto: Descreve o poder do contato visual na transmissão de confiança, abertura ou, ao contrário, rejeição e desconexão.4. **Allan e Barbara Pease** - Obra: *Desvendando os Segredos da Linguagem Corporal* (capítulo 7, páginas 123 a 127) - Contexto: Explicam como a mente humana detecta incongruências entre fala e corpo, gerando desconfiança em interações românticas.5. **Rollo Tomassi** - Obra: *The Rational Male* (capítulo 12, página 207; capítulo 15, páginas 251 a 256) - Contexto: Aborda a escassez da energia feminina autêntica na sociedade atual e como a mulher moderna, condicionada a competir, perde a leveza que atrai.6. **Vanessa Van Edwards** - Obra: *Códigos da Comunicação* (capítulo 4, página 76) - Contexto: Destaca como pequenas vulnerabilidades corporais, como inclinar a cabeça ou relaxar os ombros, criam confiança instantânea.7. **Richard Cooper** - Obra: *Unplugged Alpha* (capítulo 6, páginas 97 a 100) - Contexto: Explica que homens de alto valor buscam inspiração e acolhimento, rejeitando posturas de julgamento ou superioridade.---### PARTE 03: Melhores palavras-chave separadas por vírgulas (500 caracteres)linguagem corporal, erros de linguagem corporal, por que homens se afastam, energia feminina, atração masculina, psicologia masculina, , como atrair homens, conexão emocional, linguagem corporal feminina, sedução, postura corporal, contato visual, erros de relacionamento, energia magnética, autoconfiança feminina, vulnerabilidade emocional, gestos que afastam homens, comunicação não verbal, mulheres de alto valor, autenticidade feminina, dicas de relacionamentos, charme feminino, confiança no amor",1,0
video_15804,"MULHER DIZ QUE ESTÁ NO PROCESSO DE CURA VEJA O RELATO! FIQUEI ATÉ EMOCIONADO! Olá! video do canal, hoje vamos falar, sobre MULHER DIZ QUE ESTÁ NO PROCESSO DE CURA VEJA O RELATO! FIQUEI ATÉ EMOCIONADO! não se esqueça de se além disso para não perder nenhum video. vamos começar;",0,0
